,turbine,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
2,WTG-C,8.140526772,8.150424957,8.14496994,8.148179054,8.172891617,8.18401432,2804.461182,63.60419083,2105.474609,935836,73.18234253,-3.700000048,13.36401939,OnLine,44.86168671,34.87647629,52.57424164,88.86677551,7.406220913,79.97311401,152,12.04747677,3.924953461
146,WTG-C,7.137085915,7.102975845,7.294550419,7.267261028,6.979620457,6.853707314,1614.024658,63.50044632,1969.153564,980005,72.80000305,-3.700000048,13.16394901,OnLine,39.61721039,30.95411873,52.71480942,87.53636932,11.21689415,157.6206818,-1,7.910869122,302.3231506
290,WTG-C,2.085572958,2.110214472,2.084746122,2.110214472,2.14041853,2.167933702,705.2018433,60.00009537,946.9239502,1020146,67.7878418,-3.700000048,10.08152199,OnLine,34.17677689,24.80576134,45.51773453,67.03913879,11.3917141,51.22829056,13,5.951812267,2.724240541
434,WTG-C,5.407485962,5.396621704,5.406704903,5.396621704,5.394080639,5.394526482,599.0053101,59.12955856,573.3413086,1024558,66.39033508,-3.700000048,9.828765869,OnLine,40.26212311,27.62529564,40.8267746,65.35838318,11.59137917,19.85035706,136,5.634632111,0.151434049
578,WTG-C,7.405256748,7.377964973,7.402152538,7.380583286,7.553183556,7.530351639,2715.515869,63.40000153,1851.309937,1056660,72.19999695,-3.700000048,13.49017811,OnLine,37.35070801,29.03242683,49.92480469,89.70569611,8.351405144,65.22653198,163,10.72806072,3.809720516
722,WTG-C,5.112122536,5.110347271,5.116113186,5.110347271,5.176864624,5.192922115,2469.532959,63.40000153,2257.20166,1087763,73,-3.700000048,13.27480412,OnLine,39.60183334,28.78104019,49.36303711,88.27352142,9.045423508,62.26268768,38,9.727475166,1.504318237
866,WTG-C,8.794575691,8.81744194,8.796425819,8.81744194,9.135374069,9.038043976,2565.139893,63.38137436,1136.86438,1112853,71.94395447,-3.700000048,12.74475574,OnLine,39.47823334,31.00379944,49.3163414,84.74886322,8.382954597,110.4366074,171,10.1549511,2.511782646
1010,WTG-C,8.736888885,8.806533813,8.4344244,8.463149071,9.143953323,9.192781448,2752.020752,62.90466309,1270.779297,1148981,71.04051208,-3.700000048,12.70769596,OnLine,38.62973404,33.08296204,53.13476181,84.50242615,7.548778057,111.8601379,180,10.96663284,2.65335083
1154,WTG-C,4.260097504,4.254970074,4.260047436,4.254970074,4.369176865,4.328604698,2045.459351,63.83105087,1989.218262,1186129,73.19999695,-3.700000048,13.49733162,OnLine,40.87432861,33.44912338,52.8861351,89.75327301,10.25561237,80.00844574,179,8.729179382,2.705607414
1298,WTG-C,-0.789079726,-0.756457329,-0.855914712,-0.756457329,-0.845994174,-0.821718752,822.8132935,58.58574295,1101.485962,1212214,66.41408539,-3.700000048,10.32247639,OnLine,40.73937988,32.78401184,51.2616806,68.64141083,11.3124752,123.8418503,174,6.256986141,3.106773376
1442,WTG-C,1.759909749,1.825882196,1.761565566,1.825882196,1.756560206,1.752716184,2168.832275,63.24044418,2071.791748,1248354,73.39941406,-3.700000048,13.3312273,OnLine,39.98905945,30.93846703,52.02460861,88.64871979,9.865968704,78.68789673,130,9.009055138,4.764681816
1586,WTG-C,85.00217438,84.95639801,84.99872589,84.95639801,85.00009155,84.26499176,21.61761284,54.80281448,-15.2648716,1270171,57.18451309,-3.700000048,0.040741168,External Curtailment,33.57152557,24.02153397,40.080513,0.27091673,0.110429615,24.82787132,26,2.401957035,6.718162537
1730,WTG-C,84.37664032,83.54894257,85.01543427,83.54894257,77.84642029,77.50439453,0,44.03821182,-12.42044449,1273261,42.31890106,-3.700000048,0,Weather Outage,31.02973175,27.81007195,31.41049194,0,Calc Failed,3.817376614,285,0,30.7539978
1874,WTG-C,3.420083284,3.434332609,3.421212196,3.434332609,3.422308922,3.559146166,25.99688721,56.17523575,-23.18935585,1277637,57.90341568,-3.700000048,7.882035255,RunUp,32.88430405,24.22347832,40.06302643,52.41320801,18.10707474,83.60054016,30,2.888543129,6.619843006
2018,WTG-C,85.0052948,85,85.00603485,85,85.00855255,85,3.393380642,51.16959,-10.75949287,1286222,50.23922348,-3.700000048,0,Weather Outage,35.00566483,28.80321884,38.0239563,0,0,2369.427979,133,0.377042294,111.4624786
2162,WTG-C,-0.833751082,-0.823131561,-0.860112906,-0.823131561,-0.869885147,-0.822976351,1001.598938,59.04452896,1403.398071,1292003,68.15811157,-3.700000048,11.22533417,OnLine,38.8875885,27.11728096,45.28968811,74.64514923,11.22291756,54.40333557,138,6.679056168,0.466182888
2306,WTG-C,0.953635097,0.880331755,0.948883474,0.880331755,0.871278644,0.875044107,274.2383118,60.47475052,2173.368652,1296184,70.50054169,-3.700000048,13.33808899,OnLine,39.93729782,28.7504406,42.98780441,88.6943512,20.02393913,85.421875,88,4.441050529,4
2450,WTG-C,-0.830482423,-0.839405119,-0.838627279,-0.839405119,-0.798989832,-0.850959957,638.131897,61.36941147,1251.875244,1305582,69.90557098,-3.700000048,10.7999258,OnLine,38.40950394,24.81364822,42.0573616,72.16246033,12.54476357,35.48913956,133,5.738848686,0.409628272
2594,WTG-C,0.693554699,0.700811148,0.696457744,0.700811148,0.834369659,0.842010796,1289.6427,63.57976151,2311.421143,1339706,73.19999695,-3.700000048,13.33137989,OnLine,40.25476074,30.91025352,51.53714371,86.31059265,12.12725449,69.55353546,142,7.288843155,6
2738,WTG-C,7.460940361,7.594445705,7.465635777,7.594445705,7.469269276,7.556324482,2506.529053,63.71489334,2477.445557,1369827,73.5,-3.700000048,13.43267632,OnLine,42.6135788,33.78644943,53.32860184,87.90274048,9.018336296,117.1331024,183,9.823072433,0.326414883
2882,WTG-C,9.830203056,9.95897007,9.84240818,9.95897007,10.01067162,9.955533028,2632.806396,63.91932297,2425.99707,1423045,73.7599411,-3.700000048,13.43045998,OnLine,42.05609894,33.74207687,54.7636528,88.91999054,8.671840668,89.52881622,172,10.29951572,1
3026,WTG-C,17.26519203,17.17602539,15.13088608,15.31817722,16.9619503,17.13859749,2820,62.67094803,2268.201416,1455587,72.30000305,-3.700000048,13.2931776,OnLine,29.87905884,19.11371803,46.40011978,89.97275543,5.390256405,226.4776611,10,16.6625576,4.273806095
3170,WTG-C,2.209629536,2.230820656,2.290248394,2.230820656,2.136962414,2.236999035,2177.093994,64.0311203,2797.689697,1486910,73.82886505,-3.700000048,13.45876408,OnLine,35.54964828,24.67212296,45.14030075,90.30747223,9.956000328,106.9533539,140,9.011603355,4
3314,WTG-C,13.56194878,13.59757042,12.86556339,12.84200478,14.07767487,14.1193924,999.4816895,57.8424263,1130.05249,1511615,64.30584717,-3.700000048,12.90279579,OnLine,37.49079132,24.07765388,35.22637558,86.12490082,12.85823441,116.6441574,134,6.67407465,1
3458,WTG-C,1.646884799,1.641525269,1.64970994,1.641525269,1.653720737,1.646355033,20.1568718,56.61927795,85.46850586,1527137,61.21973038,-3.700000048,7.476305008,OnLine,36.72715378,23.91221046,38.18586349,49.8853035,22.86364174,63.75018311,92,2.165328264,22
3602,WTG-C,-0.748977482,-0.667318761,-0.97026813,-0.920870483,-0.799088717,1.517967105,150.8181305,58.26472855,416.1834717,1530703,64.77696228,-3.700000048,7.573421001,OnLine,33.5219841,21.6969738,38.14290619,50.385849,13.48763752,27.86684799,39,3.76736474,2
3746,WTG-C,88.71825409,88.13105011,88.5557785,88.13105011,87.04132843,85.52811432,2136.828857,51.20035934,-14.34890366,1563225,52.18811417,-3.700000048,0.095905937,Weather Outage,27.93212891,19.84284019,36.70861816,1.025308251,0,52.58169174,28,10.06736755,24
3890,WTG-C,-0.716097713,-0.704524875,-0.973632872,-0.938821197,-0.782821894,-0.770709038,696.302063,53.77544022,1370.34375,1568095,62.83135986,-3.700000048,11.0775547,OnLine,31.5951786,20.79855347,39.59728622,70.75676727,12.44538593,55.73369598,212,5.939859867,0.511505246
4034,WTG-C,85.007164,79.84356689,84.99981689,79.84356689,84.99747467,81.90519714,2820,49.7729454,-6.733674526,1579273,48.84552765,-3.700000048,0.721472442,Fault 1353,32.79047775,21.79952431,36.09897614,5.268998146,0.29266268,15.46994114,128,15.65181065,47.22623062
4178,WTG-C,7.200361729,7.218467236,6.951385021,6.964915752,7.218788147,7.2229743,710.5405884,62.59999847,1552.331787,1607785,72.11784363,-3.700000048,12.95873928,OnLine,33.04827881,22.97494507,46.59264374,87.95808411,14.43698025,117.1346664,153,5.986879826,4
4322,WTG-C,9.800889969,9.873663902,9.767288208,9.813383102,9.918369293,10.07876015,2275.542236,63.28119278,2323.490479,1650970,72.6373291,-3.700000048,13.42474461,OnLine,36.18845749,26.09052467,49.91627502,87.60203552,9.290327072,148.7916718,155,9.638888359,1.25524509
4466,WTG-C,-0.767006397,-0.246779233,-0.973564863,-0.500330985,-0.842965126,-0.329561204,122.8076935,58.79214096,357.4607239,1679071,64.81295776,-3.700000048,7.463816643,OnLine,32.64433289,21.89235115,43.04787064,51.88969421,13.70250893,19.64062691,346,3.630313873,3
4610,WTG-C,-0.68500638,-0.738491118,-0.937644601,-0.99204284,-0.813016713,-0.814290166,228.5710297,58.29999924,575.5180664,1684383,65.77458954,-3.700000048,8.386556625,OnLine,35.1440773,21.75946045,39.56158829,58.56252289,13.21748352,32.7673111,140,4.223292828,6
4754,WTG-C,1.590992332,1.613828897,1.332378507,1.360277176,1.51433444,1.499015927,1105.77417,63.14890671,2496.263184,1710463,72.80000305,-3.700000048,13.43789577,OnLine,37.20537949,25.66326141,47.91983414,87.16661835,12.92399311,71.43231964,145,6.922559261,3
4898,WTG-C,11.15974522,11.23254395,10.89933395,10.97845936,11.25718784,11.28377914,2810.703857,63.56606293,2874.672119,1766739,73.16270447,-3.700000048,13.42646408,OnLine,40.98773956,29.86297035,52.33454895,90.67347717,7.33108902,209.8730316,172,12.18148422,6
5042,WTG-C,1.648932576,0.331355304,1.429418206,0.077803582,1.580288291,0.649867535,17.96382523,56.64819717,-1.45898819,1807935,60.18230057,-3.700000048,7.44402504,OnLine,35.51501465,27.06675911,43.29999924,50.86621094,24.83935356,47.52110291,308,1.995980501,19
5186,WTG-C,2.061939955,2.097760201,1.808626413,1.844208598,2.036575794,1.940142751,1800.679199,61.0877037,2602.703857,1827371,70.0051651,-3.700000048,13.40111256,OnLine,28.1498127,18.04037094,44.81703949,88.39870453,10.81782341,153.5305481,97,8.274591446,4
5330,WTG-C,8.788505554,8.616323471,9.042917252,9.125408173,9.007277489,8.961669922,2818.773193,63.40921783,2859.782959,1884642,72.89099884,-3.700000048,13.43764591,OnLine,38.62787628,27.01127625,49.62207031,89.49044037,7.097274303,240.3229523,154,12.53741932,7
5474,WTG-C,7.533398151,7.322197914,6.380722046,6.843820572,6.320263863,5.996179104,2474.701416,62.77021027,2787.459961,1943923,71.67539215,-3.700000048,13.3666935,OnLine,28.43837929,17.77268219,45.66780853,89.20500183,9.049789429,199.1943817,311,9.924007416,11
5618,WTG-C,8.15541172,8.476774216,10.39680958,10.04734898,9.168294907,9.264164925,2819.593994,62.40391159,2832.280762,2009245,71.5,-3.700000048,13.54179001,OnLine,29.72700882,19.00932503,46.20243454,88.64692688,6.316558838,260.3317871,318,14.33434582,2
5762,WTG-C,-0.321900427,-0.425414205,-0.97177577,-0.678965926,-0.843158424,-0.507537901,354.1835938,56.68247223,376.2078552,2060506,63.19361877,-3.700000048,7.470766068,OnLine,29.25043678,18.33691216,43.66865158,52.45286942,10.50711155,69.77111053,19,4.753847599,0
5906,WTG-C,0.274523318,0.255332321,0.025627529,0.001780596,0.221536726,0.168694422,400.6783447,59.90531158,285.5415649,2069176,65.35837555,-3.700000048,7.477359772,OnLine,33.68445969,22.81023979,41.00909042,51.85821152,10.09792614,99.45976257,205,4.917969227,1.225987077
6050,WTG-C,0.63613832,0.6641559,0.397812963,0.410604239,0.53665936,0.527075648,1787.906616,59.6092186,2119.519775,2118392,68.16525269,-3.700000048,12.96369267,OnLine,25.47580147,14.99466515,44.19997406,86.86262512,10.45286751,72.0157547,59,8.237916946,3.291373968
9362,WTG-C,20.07604408,19.84625435,19.81131554,19.59264565,19.77993393,19.71993065,2819.804932,54.05356979,242.0645142,2148723,55.90914536,-3.700000048,8.009942055,OnLine,31.91628075,19.78565216,34.75331497,55.4562912,3.847509384,160.3327179,180,13.83216667,0.331741333
9506,WTG-C,84.99946594,85,84.99943542,85,85.02206421,85,2820,53.41057968,-16.71809769,2186068,58.2400856,-3.700000048,0.508524895,External Curtailment,28.85371208,15.21360588,40.88586426,0.726957679,0.155985072,108.2272797,-21,16.70062447,22
9650,WTG-C,1.539856791,1.283049703,1.298878551,1.029497981,1.45232892,1.306570888,300.0576172,48.40887833,127.4496765,2203507,53.26781464,-3.700000048,7.453084469,OnLine,17.72889137,9.847176552,30.46011543,51.00455856,10.95440674,58.97639847,182,4.537303925,10.77560425
9794,WTG-C,3.066185474,3.17508626,2.803345442,2.921534538,2.970349789,2.936917782,2086.854492,61.7608757,2824.183838,2241690,71.14455414,-3.700000048,13.4232378,OnLine,28.03548813,17.10322762,43.74181366,88.25801849,10.12541103,84.06569672,188,8.807341576,4
9938,WTG-C,5.781718254,5.56765461,6.002259731,5.969156265,6.122645378,5.785933495,2451.856201,62.40000153,2813.50293,2277833,71.90772247,-3.700000048,13.53796291,OnLine,30.76573181,19.02918816,44.55084229,88.77278137,9.108046532,115.1014328,15,9.898826599,0
10082,WTG-C,3.716244221,4.147272587,0.071746923,0.290130824,2.644761562,3.323631763,2568.509277,59.29999924,2816.989014,2307494,68.77802277,-3.700000048,13.44200611,OnLine,24.99989891,15.19900703,40.77058792,88.75197601,8.888660431,127.8415222,184,10.06163406,4.436810017
10226,WTG-C,-0.741199076,-0.726163208,-0.988969862,-0.97971493,-0.823628843,-0.808707297,391.5399475,59.0077858,512.5603027,2329050,65.1472168,-3.700000048,8.014978409,OnLine,33.21377182,22.75572586,41.32268524,53.40999985,10.73615265,165.3550262,217,4.95247364,2
10370,WTG-C,1.430930018,1.077440143,1.174936175,0.823888481,1.36134696,1.096418619,138.8630371,55.8878479,84.29773712,2336009,59.27372742,-3.700000048,7.451570034,OnLine,28.50639343,18.96974373,40.85489655,51.34722519,13.32674026,82.2232666,2,3.735940933,12
10514,WTG-C,-0.703542829,-0.698530972,-0.960374534,-0.952082694,-0.814982712,-0.77575767,939.5883789,56.43018723,753.1824341,2348230,63.17712784,-3.700000048,9.175623894,OnLine,31.27406311,18.99842834,36.76753616,58.308918,9.330607414,51.91631699,222,6.533149242,1.477570295
10658,WTG-C,-0.993393004,-0.807293534,1.642063856,0.980398059,-0.886106789,-1.017845511,2415.990234,63.02223587,2351.178467,2363665,72.36231232,-3.700000048,13.44708633,OnLine,33.33415985,24.45603752,46.07551956,87.94561005,9.372917175,63.20385742,197,9.607329369,0.345744759
10802,WTG-C,13.85271931,13.81532955,13.59045124,13.56177807,14.16285324,14.05037022,2739.321289,53.69159698,616.9271851,2384733,59.60125732,-3.700000048,10.30439758,OnLine,27.62891769,18.12092018,41.10595322,71.20974731,6.17787075,97.69169617,19,11.159729,3.754548073
10946,WTG-C,1.519168139,1.273887634,1.277277708,1.020335913,1.419934511,1.054762721,30.26252747,48.8181839,33.80838776,2409212,50.17657089,-3.700000048,7.484598637,OnLine,23.41073036,15.21385002,31.45899391,49.1064682,16.59994698,7.634753227,157,3.001407385,7.2015481
11090,WTG-C,13.28905964,13.29996777,13.24133492,13.25187111,13.57553673,13.43257427,2820,53.84226608,1712.434937,2434318,62.32389069,-3.700000048,13.38687515,OnLine,29.32039642,16.04668045,39.44847107,87.17932129,4.972642899,168.0744171,-1,17.93187332,14.22255516
11234,WTG-C,-0.795012176,-0.813092053,-0.843637645,-0.861448646,-0.805970252,-0.82218951,508.4866943,50.16420364,421.675415,2456396,56.62664795,-3.700000048,7.495488644,OnLine,16.48321342,5.724404335,32,52.05680084,9.321802139,10.76827812,124,5.336140633,0.706639469
11378,WTG-C,2.420837879,2.457859755,2.374795675,2.409503222,2.469906092,2.419349432,161.4029999,51.26476669,180.5652313,2468662,56.98740005,-3.700000048,7.543878078,OnLine,19.18432808,9.216013908,30.0717392,52.45863724,12.98890591,58.24529266,155,3.861053467,3
11522,WTG-C,85.00399017,85,85.007164,85,84.9996109,85,2760.364746,41.88037872,-11.3423357,2475676,40.54678345,-3.700000048,0.519565344,External Curtailment,21.65606117,12.21347141,26.606287,2.01138258,0.237051681,111.7460403,173,12.13517475,2
11666,WTG-C,10.06819153,10.06848907,10.01701832,10.02013302,10.06285095,10.11945724,2416.123291,59.91054916,899.7450562,2482248,67.03093719,-3.700000048,11.55821323,OnLine,31.79028893,20.70359421,39.16876221,74.29502106,7.967830181,70.92503357,146,9.589466095,0.701662779
11810,WTG-C,23.85076141,23.84267044,23.80672264,23.79431343,23.9808979,23.99691391,2819.304688,51.45565796,368.2785034,2496280,54.45092392,-3.700000048,8.991095543,OnLine,24.95709229,11.74600124,40.73686981,59.72696686,3.719798803,143.6990662,329,16.41063118,7.055511475
11954,WTG-C,14.29023361,14.30250263,14.23787022,14.25414658,13.89366722,13.90706539,1906.767822,52.79999924,514.3074951,2503439,60.26296616,-3.700000048,9.900817871,OnLine,21.68615341,9.760793686,33.07508087,66.35847473,7.818961143,99.63352966,184,8.471487045,6.297885895
12098,WTG-C,18.17494965,18.05122185,18.3047657,18.20184517,18.68192291,18.99868011,2819.356689,53.10136032,587.5707397,2518471,55.36045837,-3.700000048,8.722300529,OnLine,24.88203239,14.79388142,36.34575653,58.00072098,4.539931774,147.9421997,168,12.36552715,0.302622646
12242,WTG-C,15.18543911,15.15551758,15.12596893,15.10716152,15.0747242,14.97823143,2819.804688,57.91348648,773.8258667,2532499,65.15697479,-3.700000048,11.05847073,OnLine,28.99424362,17.97942162,40.53073502,71.93482971,5.176435947,80.86078644,163,14.21314335,0
16418,WTG-C,17.94135666,18.01192474,17.89387321,17.96356773,18.14763641,18.07765579,1086.469971,54.05781174,202.0380859,2808937,61.0884819,-3.700000048,7.727933407,OnLine,25.81718254,14.14636612,33.72721863,52.47436523,7.516684055,56.52767563,194,6.863028526,5.769786835
16562,WTG-C,0.66481024,0.762323499,0.614898026,0.713966966,0.653061569,0.754777133,355.966217,56.90966797,239.5390625,2819703,62.55407333,-3.700000048,7.460160732,OnLine,29.31956863,17.01054001,35.38200378,49.77947617,10.41358566,68.12019348,354,4.781261921,3
16706,WTG-C,1.03132534,1.033225298,0.986051738,0.984868824,1.012691736,1.025134683,229.900528,54.2489357,162.2337189,2828564,59.63124847,-3.700000048,7.46663332,OnLine,29.98059273,19.85350227,35.92401123,51.70856476,11.84448338,34.89310837,106,4.217355251,1
16850,WTG-C,23.51771927,23.59975243,23.47750092,23.55622864,23.51757813,23.59524345,2542.448242,45.19607925,-5.297289848,2838935,42.20598602,-3.700000048,8.078762054,OnLine,22.3421402,8.741300583,34.72652817,52.21178818,4.767828465,193.7293854,337,11.29162598,9.202624321
16994,WTG-C,5.845231533,5.856480122,5.799664974,5.808123589,5.836614132,5.848389149,509.4943237,50.25495148,552.6885376,2854972,57.55842972,-3.700000048,9.70741272,OnLine,13.46815681,1.695054054,30.37249184,62.9485817,12.0742178,35.44887161,322,5.347738266,3.40789175
17138,WTG-C,1.592865944,1.411713719,1.540961027,1.363357186,1.576480389,1.403623104,65.8564682,51.43442535,125.8728027,2860403,55.57744217,-3.700000048,7.454349041,OnLine,26.12388229,13.67074966,29.72265625,49.81533813,15.24521828,31.12191582,94,3.255634785,10
17282,WTG-C,84.99891663,85,85.00720978,85,84.98912811,85,2660.189209,30.04969215,-3.312826395,2861897,28.68928719,-3.700000048,0.505052745,OK,18.81631088,12.83185387,18.1987915,2.093396187,0.327665836,8.41674614,171,10.48953056,3
20594,WTG-C,1.146779418,1.555625319,1.101690173,1.507268786,1.142685652,1.547534704,129.3924103,56.02914429,107.1440659,2865906,60.88745117,-3.700000048,7.48059082,OnLine,30.34309006,15.41542912,29.76155853,50.48572159,13.600914,23.66773224,65,3.673634291,5
20738,WTG-C,2.013754129,2.006819963,1.952340245,1.95846343,2.003580093,1.998729467,2384.730469,59.13298416,2693.032959,2875603,68.07881927,-3.700000048,13.43931866,OnLine,28.48987389,16.95943069,39.79748154,87.46452332,9.393362999,52.05279541,190,9.574942589,5
20882,WTG-C,11.14156914,11.4756012,12.48699665,12.13630962,13.20934296,13.3363409,2819.948242,62.47116089,2852.997559,2929855,71.32482147,-3.700000048,13.39820194,OnLine,23.78574181,12.80593491,41.48574448,90.0530777,5.497491837,194.7335205,20,16.23702812,2
21026,WTG-C,0.713829994,0.923727572,1.530416965,1.340654969,2.573255301,2.465364695,1709.813721,56.820961,2377.030029,2966017,65.33715057,-3.700000048,13.46227455,OnLine,17.32605362,3.932426214,34.47413254,87.33258057,11.08340549,186.8943939,178,8.089168549,1.738918662
21170,WTG-C,8.928469658,8.929358482,8.882043839,8.881002426,8.857525826,8.921267509,2529.833252,58.52253723,1415.991089,2995328,66.82880402,-3.700000048,13.38989162,OnLine,23.00417137,11.72631454,37.14916992,86.75283051,8.943066597,80.71936035,164,9.955043793,1
21314,WTG-C,-0.839750767,-0.827145219,-0.892186522,-0.875501812,-0.857783616,-0.835235834,1864.947266,57.67170334,1680.679443,3013300,65.99056244,-3.700000048,11.79153156,OnLine,27.73031425,16.7996769,40.66476059,78.79587555,9.368456841,87.44732666,115,8.384661674,1.520694137
21458,WTG-C,10.94563675,10.91228104,10.86920166,10.88055229,10.92221451,10.8988018,2776.770264,63.17014313,2828.424805,3057516,72.19999695,-3.700000048,13.26302338,OnLine,32.20899963,20.11706734,44.29786301,89.83422852,7.74773407,195.0917816,170,11.4444561,4.352533817
21602,WTG-C,8.609534264,8.514807701,9.768897057,9.658987999,9.618908882,9.738575935,2242.673828,61.6116066,1891.146729,3114786,69.83213043,-3.700000048,13.48885822,OnLine,26.30531502,16.70670128,44.21245956,88.70412445,9.531492233,127.8677902,13,9.418347359,4.532944202
21746,WTG-C,84.76616669,84.50015259,84.74346161,84.50015259,84.75658417,84.50015259,10.51583576,41.44098663,-13.43326759,3141352,37.69659424,-3.700000048,0.254784077,Weather Outage,12.33618736,2.108811378,21.68030739,0,0,9.879248619,163,0.984139264,69
21890,WTG-C,-0.839533091,-0.832723022,-0.875175416,-0.881079614,-0.843171895,-0.840813637,897.8826294,52.64191818,1095.782227,3169647,59.88349915,-3.700000048,10.17217445,OnLine,23.23851967,8.971225739,35.1142807,68.60921478,10.53391838,31.24276543,219,6.425982475,6
22034,WTG-C,84.99314117,81.58185577,84.98954773,81.58185577,84.98898315,81.58185577,1580.77771,45.78133774,-14.20971012,3194736,43.02009201,-3.700000048,0.26395157,External Curtailment,24.56668282,13.03891563,29.85851479,2.499421597,0,13.00793457,162,7.843386173,13
22178,WTG-C,6.897808552,6.897145748,6.844939709,6.848789215,6.889393806,6.889055252,1788.871948,61.60100174,2436.246826,3222842,70.40000153,-3.700000048,13.4878397,OnLine,31.70788383,19.05685997,42.36453629,88.10281372,10.87924576,109.2077713,149,8.247620583,6
22322,WTG-C,8.879826546,8.825737,8.831684113,8.77737999,8.869771957,8.817646027,2798.451904,62.38018417,2766.069336,3269360,71.41334534,-3.700000048,13.31370449,OnLine,32.95631027,18.41534233,45.77512741,90.22451782,7.423312187,182.4878082,356,12.02141571,0
22466,WTG-C,9.024759293,9.098834038,8.901589394,8.919075966,9.171158791,9.1456604,2663.634766,54.70000076,2199.039795,3326614,62.6631012,-3.700000048,13.45821667,OnLine,12.51299953,3.024658918,32.91259766,89.72719574,8.512184143,100.5965958,5,10.51477909,4.291106224
22610,WTG-C,-0.412005574,-0.339312375,-0.894198418,-0.387668967,-0.859265029,-0.34740299,575.3325195,53.47160339,536.8313599,3366764,60.52582169,-3.700000048,8.005074501,OnLine,9.769463539,0.798677683,26.49940681,52.88600159,9.92456913,37.12300873,75,5.388253212,0
22754,WTG-C,85.00183868,85,84.99210358,85,84.98708344,85,1394.003052,30.06976891,-3.448201418,3375373,26.90843201,-3.700000048,0,OK,6.301000118,-2.217798948,11.514081,0.997389734,0,3.817376614,37,7.487624645,4
22898,WTG-C,1.688026309,0.466085225,1.634139299,0.417728662,1.670919299,0.45799461,246.5468292,38.46229172,38.47432327,3375797,38.94041824,-3.700000048,7.476776123,OnLine,7.673314571,-0.664934814,16.02225304,46.96920776,11.59582615,11.25217915,70,4.3010993,0
23042,WTG-C,12.80825615,12.66844749,12.7489624,12.62009144,12.79452229,12.66035652,14.54616928,41.05026627,-19.74255943,3377841,42.17072296,-3.700000048,1.091762185,RunUp,13.62629223,9.807959557,21.37181473,7.589002609,4.472346783,3.817376614,-4,1.616241097,18
23186,WTG-C,-0.839189112,-0.775089502,-0.88448596,-0.823446095,-0.842275143,-0.783180118,1330.570435,58.32188416,1777.472534,3392098,66.15344238,-3.700000048,11.93032074,OnLine,27.49999809,12.71067619,36.08256912,80.78437042,10.82580471,47.99597931,204,7.353077888,4
23330,WTG-C,-0.625013173,-0.336793572,-0.672401547,-0.385150164,-0.631528974,-0.344884187,949.1450195,54.21537781,1119.532593,3410540,61.76607513,-3.700000048,10.11091709,OnLine,28.67557716,18.78874397,41.88053894,69.37808228,10.24234772,62.27736282,217,6.555635452,1.781332254
23474,WTG-C,7.312577724,6.646914482,6.091971874,6.70249033,3.296050072,3.186891794,1568.149292,62.65587997,1616.809204,3425550,70.81092834,-3.700000048,13.45031643,OnLine,33.8098526,24.31131744,43.79465866,88.23577118,11.43534565,67.02532959,210,7.819332123,9
23618,WTG-C,3.96046114,4.004092693,3.915020466,3.955736637,3.951388121,3.996001959,1670.313232,60.78466797,1748.561523,3445012,69.80088806,-3.700000048,13.51123333,OnLine,33.6413269,23.85927582,45.28620148,89.2540741,11.17922211,47.90370941,195,8.013930321,3.797439337
23762,WTG-C,85.00833893,81.63612366,85.01833344,81.63612366,85.0189743,81.63612366,2586.910156,53.43667221,-15.04902458,3467357,54.98978424,-3.700000048,0.458559602,External Curtailment,34.22936249,25.76026344,41.97589111,0,0,1.061114907,176,10.22188568,3
23906,WTG-C,17.45758629,17.34848404,17.38911057,17.30012703,17.43235779,17.34039307,2820,53.8262825,905.3899536,3492534,58.64772797,-3.700000048,11.54130173,OnLine,32.20666122,21.07652473,37.76644135,75.90339661,5.27828598,186.9974518,180,14.5952673,0
24050,WTG-C,0.224388003,0.209675357,0.168258443,0.161318764,0.210073948,0.201584741,1691.602295,60.0519371,2189.667725,3522773,68.82146454,-3.700000048,13.01414013,OnLine,25.37319946,16.84914589,43.76852036,87.58805084,10.85969162,108.756218,5,8.067025185,3
24194,WTG-C,0.340812474,0.37127015,0.300211251,0.237704366,0.419733971,0.423952848,1825.859741,55.52152634,2142.596924,3564933,63.7342453,-3.700000048,12.76840115,OnLine,15.67860889,1.708569288,35.73898697,82.36906433,10.22770786,81.49399567,324,8.291049957,5
24338,WTG-C,1.138976097,1.581167579,1.093940139,1.532811046,1.133057952,1.573076963,200.0802155,40.9786911,115.5294724,Bad,43.3413887,Bad,7.476400375,OnLine,12.2721386,2.164739132,19.3396492,48.01902771,11.7283659,46.72482681,72,4.226638794,9.210633278
24482,WTG-C,1.472679138,1.445295095,1.420336962,1.396938562,1.466385007,1.43720448,52.18703079,41.99394226,91.26985931,3582456,43.88193893,-3.700000048,7.472858429,OnLine,15.49681187,9.946317673,23.03746223,51.11128616,15.75650024,12.91739655,152,3.165044546,2.770829916
