,turbine,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
3314,WTG-B,8.714174271,8.83884716,8.531702995,8.655773163,8.184800148,8.308392525,2818.274658,-3278.5,2490.604736,1929955,67.46517944,-3.700000048,13.2273531,OnLine,33.40407562,26.24837685,48.95098877,88.72305298,6.301161766,178.2403564,155,13.9578886,1
3458,WTG-B,1.369191408,1.802617669,1.188508511,1.621204257,0.831412375,1.267038822,74.7036438,-3278.5,80.10906219,1947547,59.88280869,-3.700000048,7.460935116,OnLine,28.24311066,26.32586479,39.15749359,49.67360306,15.02698708,47.33546448,128,3.29994607,4
3602,WTG-B,-0.115735337,-0.361629754,-0.290928423,-0.543043196,-0.657289863,-0.897208631,330.2197266,-3278.5,336.7604675,1950464,62.2572403,-3.700000048,7.460400105,OnLine,25.63128662,21.71891022,38.13462067,51.86432648,10.60662842,71.5662384,18,4.681169987,3.774568081
3746,WTG-B,-0.561269462,-0.482809782,-0.744605422,-0.664223194,-1.097093344,-1.018388629,691.845459,-3278.5,405.1621094,2000684,60.32691574,-3.700000048,7.473752022,OnLine,24.9814949,19.77170944,43.68921661,51.90185165,8.362477303,19.73832321,0,5.932197094,1
3890,WTG-B,-0.594764054,-0.613608181,-0.777342021,-0.795021594,-1.129936457,-1.149186969,1212.946899,-3278.5,1235.303467,2010535,63.53253174,-3.700000048,10.64744473,OnLine,17.76414108,21.74053955,41.60914993,69.94847107,9.910155296,47.33546448,215,7.142755985,1
4034,WTG-B,10.36273956,10.54648304,6.437584877,7.025159359,7.435428619,6.796467304,2819.593018,-3278.5,2482.785645,2036104,65.16329956,-3.700000048,13.49729347,OnLine,27.28869057,25.61800385,47.00611115,89.17394257,7.276025295,111.2271423,191,12.32665634,0.778740048
4178,WTG-B,6.754111767,6.769315243,6.570105076,6.587901592,6.21739769,6.233736515,2790.585449,-3278.5,2635.266602,2079729,67.09999847,-3.700000048,13.33183289,OnLine,30.69491768,23.99203491,47.41037369,88.4899826,7.7611866,158.2174072,171,11.5112896,0
4322,WTG-B,7.67116785,7.700875282,7.49882412,7.519461632,7.142062664,7.165296078,2802.325928,-3278.5,2602.263672,2131984,67.40000153,-3.700000048,13.35382271,OnLine,32.49814987,26.31183052,48.78547668,88.41201782,7.61164093,142.4580536,174,11.6730566,1.749734044
4466,WTG-B,-0.594422519,-0.277580321,-0.776605248,-0.458993733,-1.126585841,-0.813159168,799.138855,-3278.5,793.8106689,2165106,58.7830658,-3.700000048,9.216703415,OnLine,17.74672318,22.05405998,41.97173691,62.56336212,9.887827873,34.99317169,-1,6.225203991,6.80445385
4610,WTG-B,-0.545668423,-0.570398211,-0.729368925,-0.751811624,-1.082117081,-1.105977058,487.7336731,-3278.5,449.1704712,2169549,61.58110046,-3.700000048,7.682826519,OnLine,23.82480812,22.08648109,36.93225098,51.24725723,9.572781563,23.84270859,152,5.40081501,2.296057224
4754,WTG-B,-0.608550727,-0.513512433,-0.786742866,-0.694925785,-1.149579406,-1.04909122,1230.54126,-3278.5,1523.289185,2189599,60.078022,-3.700000048,11.54493427,OnLine,19.85891724,24.15831947,46.15148544,75.39876556,10.66551018,91.61591339,156,7.176269054,10.79460621
10226,WTG-B,-0.626656711,-0.597409427,-0.76202178,-0.778822839,-1.112621784,-1.132176399,1734.674316,-3278.5,1716.493652,2198048,61.04844284,-3.700000048,11.86393547,OnLine,20.79513931,21.23015022,31.74355316,81.5583725,9.756245613,63.61481857,229,8.136522293,1
10370,WTG-B,1.895354867,1.486782074,1.727251291,1.305368662,1.368444562,0.951203227,61.87531281,-3278.5,46.64746857,2209511,57.35064697,-3.700000048,7.448742867,OnLine,26.05873489,19.90177345,36.72994995,51.95290375,15.38771057,30.31536484,74,3.229442835,2
10514,WTG-B,-0.60520345,-0.546125412,-0.789490819,-0.727538824,-1.141301751,-1.081704259,497.666626,-3278.5,569.2697754,2218470,60.24805832,-3.700000048,8.361681938,OnLine,25.90497208,21.75384712,35.29219055,57.15043259,10.54742432,96.3697052,227,5.309828758,1
10658,WTG-B,3.662116528,2.944577456,6.29786253,6.276997566,2.183244228,2.72704649,2649.004395,-3278.5,2804.661377,2236089,66.95412445,-3.700000048,13.4687233,OnLine,31.9223156,25.26514053,47.11193848,88.34107208,8.609054565,88.74956512,212,10.40640163,1.517513514
10802,WTG-B,13.37919044,13.3126936,13.19135284,13.1312809,12.85058117,12.77711487,2776.422852,-3278.5,813.0446777,2261187,56.6558075,-3.700000048,11.09382439,OnLine,17.76471138,19.01788521,41.17546844,71.00537872,6.3349967,94.73321533,34,11.61661816,1.765021801
10946,WTG-B,1.888716459,1.478987217,1.72175324,1.297573805,1.361540437,0.94340837,85.54621887,-3278.5,23.14533806,2284983,51.33495331,-3.700000048,7.458540916,OnLine,18.85192871,16.17747116,30.63862038,50.56056595,14.6849556,15.65124416,174,3.385172606,9
11090,WTG-B,19.75953484,19.80900002,20.49489021,20.18595505,20.43160057,20.50017166,2820,-3278.5,1634.147095,2313092,55.78636169,-3.700000048,13.47267532,OnLine,22.08951378,16.83515739,38.39662552,91.37462616,4.152410507,253.5101929,11,21.60893822,13
11234,WTG-B,-0.591612279,-0.271675915,-0.768099666,-0.453089327,-1.121828556,-0.807254732,549.7496948,-3278.5,487.4263,2337177,56.21868896,-3.700000048,7.820965767,OnLine,11.17069244,6.900025368,30.13472366,51.47383118,9.198460579,54.27836227,132,5.606724262,8
11378,WTG-B,2.931990147,2.939117432,2.749481201,2.75770402,2.396831751,2.403538465,185.0396118,-3278.5,175.5799713,2352526,53.8947258,-3.700000048,7.520631313,OnLine,13.76076317,11.23092651,28.44274712,51.96217346,12.48079872,26.81291008,158,4.005002022,12
11522,WTG-B,85.00426483,85,84.99840546,85,85.00176239,85,2820,-3278.5,-12.59076786,2362952,42.0989418,-3.700000048,0.318158865,External Curtailment,22.07068062,13.06140137,25.68899536,2.560526848,0,38.32419968,185,13.72711658,4
11666,WTG-B,11.32348728,11.26867962,11.14232445,11.08726692,10.78851032,10.73310089,2297.36084,-3278.5,858.2146606,2370618,63.3000145,-3.700000048,11.55754948,OnLine,19.09999847,21.91329575,37.8524437,74.78929138,8.187666893,66.49482727,162,9.282586098,8
11810,WTG-B,24.90025139,25.23497963,24.75001335,25.05356789,24.3773632,24.69940186,2820,-3278.5,347.7453613,2386658,52.37811279,-3.700000048,8.822563171,OnLine,14.54371643,12.85016918,38.80567169,60.77079391,4.270469189,256.4911804,325,13.98054695,12
11954,WTG-B,14.5783329,14.56794739,14.38732719,14.38653469,14.0315876,14.03236866,2819.699219,-3278.5,776.6565552,2394516,56.73667145,-3.700000048,11.04925728,OnLine,10.46388149,11.94946289,31.60161018,71.07942963,5.793176651,82.58764648,197,12.76666069,0.600830674
12098,WTG-B,64.59166718,65.06145477,65.55403137,65.9839859,62.70492935,63.15553665,2820,-3278.5,-15.1060648,2410551,55.02391815,-3.700000048,2.780863523,External Curtailment,26.42491341,15.01767349,34.17269135,18.49192047,1.447906017,57.12714005,177,13.33220577,9
12242,WTG-B,14.8983736,14.87782192,14.71146679,14.69640923,14.35606956,14.34224319,2819.450684,-3278.5,794.7667236,2428594,60.85395813,-3.700000048,11.03292179,OnLine,15.96729851,19.00772476,37.87612915,73.92577362,6.113488674,90.69727325,176,11.9979105,2.326704979
20594,WTG-B,1.380152702,1.344189763,1.450647712,1.41857636,0.73791939,0.69936949,251.9084015,-3278.5,216.3191376,3442866,57.67332077,-3.700000048,7.493267059,OnLine,23.81098175,18.81343842,37.89975357,51.42895889,11.51265907,50.14099503,77,4.328416348,3
20738,WTG-B,-0.659024537,-0.072167195,-0.591294646,0.002219435,-1.296711206,-0.707037628,1198.613281,-3278.5,1521.122437,3454304,61.41841507,-3.700000048,11.46112728,OnLine,19.73944855,17.10642242,37.38760376,74.96895599,10.72360992,141.6588135,196,7.115454197,0
20882,WTG-B,12.74691772,12.89676762,12.8237505,12.97115421,12.09815311,12.2519474,2820,-3278.5,2827.789795,3511572,65.71871948,-3.700000048,13.45982838,OnLine,21.9960041,13.9102993,40.11923599,88.18081665,6.569589138,143.3801575,22,13.58132172,3
21026,WTG-B,4.077125549,4.07358408,4.128477097,4.121991634,3.445129633,3.426170111,2536.948242,-3278.5,2832.010254,3544941,60.44946289,-3.700000048,13.37343025,OnLine,15.14594555,5.960546017,33.01702881,89.01140594,8.945515633,151.0592194,198,9.979057312,2
21170,WTG-B,8.927214622,8.98005867,9.001107216,9.054445267,8.27600956,8.335238457,2584.677979,-3278.5,1212.335571,3578499,61.00997925,-3.700000048,13.32037354,OnLine,21.26044273,13.83633709,35.28854752,86.12052155,8.824352264,150.9465485,182,10.05014515,4
21314,WTG-B,0.821326971,0.48631233,-0.077773474,0.565009475,-3.067056417,-3.345647573,2766.850098,-3278.5,1873.885132,3599872,61.58834839,-3.700000048,12.16909218,OnLine,17.98994255,18.85464478,39.79999924,80.24272156,7.281359196,254.2544556,115,11.08767986,3
21458,WTG-B,16.38792801,16.34840012,16.46479988,16.41792107,15.74140072,15.69669724,2820,-3278.5,2850.974365,3643519,66.89211273,-3.700000048,13.4710865,OnLine,28.62100029,21.3113327,42.20000076,90.0621109,4.854573727,208.2004242,176,18.53895569,5
21602,WTG-B,10.92769432,10.85368824,10.98505974,10.92807484,10.26488113,10.20886803,2819.966309,-3278.5,1912.317749,3701797,64.67715454,-3.700000048,13.36266613,OnLine,24.20864487,16.97551537,42.75138474,89.02624512,6.320475101,154.9025574,18,14.08817291,9.477975845
21746,WTG-B,84.99002838,81.56258392,81.73240662,81.56258392,84.99081421,81.56258392,9.528116226,-3278.5,-14.49254513,3735964,40.73686981,-3.700000048,0,Weather Outage,12.69683838,3.82867837,22.14489937,1.199140191,0,0,185,1.004317522,136.2149811
21890,WTG-B,0.243120655,0.218543157,0.326683015,0.293228537,-0.396137923,-0.424407214,1928.57373,-3278.5,2068.309814,3763057,62.69133759,-3.700000048,12.63881397,OnLine,18.46101761,11.30209732,35.4202652,85.33113861,9.912787437,121.2712708,230,8.532776833,1
22034,WTG-B,84.98851776,84.96374512,84.99029541,84.96374512,84.99004364,84.96374512,2820,-3278.5,-10.1157608,3796202,44.48791122,-3.700000048,0.59657824,External Curtailment,24.83269882,14.77378654,29.13101196,3.6075418,0.297563881,45.7868042,190,14.20063496,3.753849268
22178,WTG-B,8.218423843,8.206730843,8.299765587,8.281117439,7.579458714,7.561910629,2469.88916,-3278.5,2437.466064,3825431,63.80433273,-3.700000048,13.41492653,OnLine,28.60709953,20.78384399,40.62063217,89.42353058,9.040128708,129.9263458,165,9.971960068,2.701747417
22322,WTG-B,9.104536057,9.206595421,10.03708267,9.866204262,9.35863018,9.453627586,2820,-3278.5,2790.081543,3870771,66.95704651,-3.700000048,13.46108627,OnLine,31.66844177,19.89162636,44.33527374,90.90177155,6.552750587,172.9485474,354,13.52186012,2.771857977
22466,WTG-B,7.879032135,7.790830135,7.908348083,7.883087635,7.238732338,7.140951157,2771.046387,-3278.5,2326.076416,3929055,61.87566376,-3.700000048,13.49409103,OnLine,8.67031765,3.636865139,31.23591614,89.31569672,7.583198547,151.3969269,3,11.98186398,9
22610,WTG-B,-0.643546104,-0.373076022,-0.564309299,-0.298689395,-1.283732057,-1.017896295,760.3359985,-3278.5,707.614624,3964566,53.47476578,-3.700000048,8.581996918,OnLine,1.734196663,6.70840168,22.62543488,57.82587051,9.341628075,42.27841949,86,6.11137867,3
22754,WTG-B,-0.593616068,-0.632286727,-0.523262978,-0.557900071,-1.249112129,-1.277107,820.6463013,-3278.5,1192.615967,3978600,58.78774261,-3.700000048,10.21094418,OnLine,2.726951599,4.834224224,26.76698112,69.72896576,10.91014862,35.33987045,40,6.247678757,0
22898,WTG-B,-0.645183563,-0.272259206,-0.163746834,-0.197872579,-0.909585714,-0.917079568,570.3486328,-3278.5,395.6611938,3985591,49.42844772,-3.700000048,7.458946228,OnLine,10.61616516,8.012063026,20.3904686,51.90680313,8.964659691,42.35515976,72,5.542784214,5
23042,WTG-B,78.71477509,78.35751343,78.64526367,78.35751343,78.65973663,78.35751343,9.228190422,-3278.5,-13.8119173,3989964,31.85762978,-3.700000048,0,Weather Outage,16.69999886,8.086956978,17.95686722,2.027225256,0,25.70687485,10,0.878365278,46
23186,WTG-B,-0.687204301,-0.309930891,-0.593931854,-0.235544279,-1.322218299,-0.954751194,1283.125,-3278.5,1491.233521,4004233,63.05098724,-3.700000048,11.21382618,OnLine,18.81711197,14.11806679,34.3430481,74.79626465,10.22862339,125.5976944,215,7.276428699,2
23330,WTG-B,0.234261677,0.186892003,0.31250003,0.2612786,-0.403682977,-0.45792824,2034.194336,-3278.5,1984.473877,4027647,61.49694061,-3.700000048,12.6342411,OnLine,25.29522514,20.23981094,41.90000153,85.84651947,9.644015312,149.4551544,222,8.728889465,1.317389607
23474,WTG-B,4.496994972,4.185732365,7.889663696,7.60125351,4.613181114,5.295866966,2765.953369,-3278.5,2396.145264,4051835,66.15512085,-3.700000048,13.41953278,OnLine,33.1102829,24.89672279,43.73134232,88.18419647,8.039960861,141.1207886,224,11.13558197,1.265630245
23618,WTG-B,2.869915962,2.89358449,2.950020313,2.967971087,2.23592782,2.248764038,2778.762207,-3278.5,2892.20166,4078296,66.39258575,-3.700000048,13.53090382,OnLine,33.08138657,24.92560196,45.87727356,87.40997314,8.009605408,130.1352081,208,11.23336124,1
23762,WTG-B,84.97674561,80.90096283,84.99118042,80.90096283,84.99185181,80.90096283,2819.971924,-3278.5,-16.93369675,4105101,54.85677338,-3.700000048,0,External Curtailment,37.63388062,26.95319748,43.06402588,1.181055903,0,4.964753628,184,13.24606609,5
23906,WTG-B,17.81909752,17.86295319,17.89548111,17.93733978,17.17642784,17.21813393,2820,-3278.5,954.4967041,4130121,55.46350861,-3.700000048,11.56314278,OnLine,20.19999886,22.32386208,37.63635635,76.21572113,4.563220978,207.3049469,184,16.81509399,0
24050,WTG-B,2.827515125,2.759527922,2.954328299,2.833914518,2.183820009,2.114707708,2433.160889,-3278.5,2684.125732,4162533,60.95491409,-3.700000048,13.52217388,OnLine,21.37243652,17.95070457,45.20141602,89.32976532,9.336933136,162.6202393,8,9.633490562,3
24194,WTG-B,2.568688154,2.574311972,2.64097023,2.648698568,1.924352765,1.929491878,2371.507813,-3278.5,2589.336426,4207720,58.80403137,-3.700000048,13.33860302,OnLine,11.21565628,3.563066721,38.20000076,87.66262054,9.160983086,95.05267334,334,9.639749527,12
24338,WTG-B,84.99923706,85,85.02498627,85,85.02526093,85,327.6501465,-3278.5,-3.808049202,4226909,19.86833954,-3.700000048,0,Fault 2242,9.205816269,4.149759293,11.51107025,0,0,29.95615578,57,4.615744591,13
25490,WTG-B,-0.608320832,-0.648935556,-0.544524431,-0.5745489,-1.263403773,-1.29375577,947.7993164,-3278.5,1031.742065,4227960,59.57030869,-3.700000048,10.00480938,OnLine,17.48356056,17.17838478,29.1676712,66.62856293,10.20182133,29.99679184,177,6.533331871,1
25634,WTG-B,9.441819191,9.005145073,9.708491325,9.875097275,6.978079796,7.083528519,2816.44873,-3278.5,2811.203857,4290281,67.59999847,-3.700000048,13.45533085,OnLine,36.36836243,26.87353325,49.25461197,89.10037994,7.354804039,153.7331848,178,12.13346577,4
25778,WTG-B,16.30875206,16.37498474,16.27990913,16.08252716,16.40000343,16.30475044,2820,-3278.5,2838.28125,4328447,66.3662262,-3.700000048,13.60735416,OnLine,23.35987091,14.01080036,42.4464035,89.84805298,4.281896114,163.8930664,350,21.20255661,5.791632652
25922,WTG-B,35.6760788,35.54906845,35.55846786,35.44225311,34.93354034,34.81164169,12.87005424,-3278.5,-16.39294052,4385756,54.82344818,-3.700000048,0.441322625,RunUp,26.89984894,17.8354454,36.80679703,2.804950714,0,22.10476112,236,1.331384897,35.96998978
26066,WTG-B,1.440100908,1.904842854,1.311478019,1.7980268,0.67185849,1.167416215,37.46915817,-3278.5,86.29639435,4404209,56.95095444,-3.700000048,7.463471413,OnLine,29.32828903,23.87358093,39.38490295,50.34354401,16.82041359,69.11702728,174,2.968262434,17.21131897
26210,WTG-B,13.86187935,13.61231613,16.10411644,16.06874657,13.49058342,13.98627853,2818.310303,-3278.5,2506.161865,4454454,67.23200989,-3.700000048,13.54206371,OnLine,35.44931412,25.90826225,47.79319763,89.50358582,5.08817625,229.9785919,170,17.76321983,3.783097506
26354,WTG-B,-0.572735608,-0.334804654,-0.691606104,-0.441620767,-1.326652765,-1.072231293,597.6496582,-3278.5,670.7994385,4489581,59.9591217,-3.700000048,8.625922203,OnLine,17.80563545,14.02231312,38.14138031,57.24160004,10.20105171,53.68117905,81,5.614760876,2
26498,WTG-B,5.986090183,5.981595516,6.24187851,6.152066231,5.623881817,5.651183605,2654.323975,-3278.5,2844.774658,4546884,64.07627869,-3.700000048,13.39991665,OnLine,20.73660088,13.74498844,39.98892212,90.71127319,8.442392349,135.0708771,333,10.59913731,0
26642,WTG-B,1.997698903,1.677092314,1.861433864,1.57027626,1.230765581,0.939665616,129.9994965,-3278.5,138.3812103,4601155,54.53606796,-3.700000048,7.44789362,OnLine,15.34834194,10.81325531,34.51340866,49.9736557,13.66182709,50.21326065,242,3.628927708,9
26786,WTG-B,1.83865869,1.681643486,1.703012824,1.574827433,1.072762012,0.944216907,190.4025421,-3278.5,87.58267975,4621989,55.96175766,-3.700000048,7.462678432,OnLine,22.70931053,17.78741264,36.27731323,50.52743912,12.28977585,51.67956161,121,4.042163849,5
26930,WTG-B,-0.539241493,-0.525492311,-0.649843276,-0.632308424,-1.277539492,-1.262918949,856.7566528,-3278.5,442.760376,4634648,59.57675171,-3.700000048,7.66609621,OnLine,23.69047356,17.57154846,36.96523285,52.1193161,8.095967293,47.33546448,80,6.286797047,0.527206421
27074,WTG-B,3.592729092,3.509459019,1.915826797,2.197712421,1.203088164,0.94982785,2206.046387,-3278.5,2676.729492,4647369,66.12615967,-3.700000048,13.47593403,OnLine,27.15315056,19.91428185,42.78935623,88.87927246,9.935100555,111.4610519,93,9.017412186,0.361645877
27218,WTG-B,0.841929376,0.886636972,0.728791535,0.779820859,0.104319014,0.149210319,1767.871826,-3278.5,2148.84082,4698591,63.41798019,-3.700000048,12.89586353,OnLine,22.95321274,18.83937645,44.28577423,87.35289001,10.59232426,141.5002899,79,8.138087273,6.357792854
27362,WTG-B,5.768964291,5.622334003,5.754783154,5.624778271,5.050867558,4.946008205,2818.487305,-3278.5,2744.54541,4733274,67.63563538,-3.700000048,13.43304253,OnLine,35.53752899,27.18362808,46.46756744,89.27626038,7.234137058,233.858902,164,12.36409473,9
27506,WTG-B,1.296581507,1.321751475,1.189467788,1.214935422,0.55374819,0.584324896,2245.077148,-3278.5,2186.946533,4799630,67.48148346,-3.700000048,13.40411377,OnLine,35.55966568,26.96456718,50.59091568,88.71365356,9.651040077,154.6037445,184,9.255072594,1
27650,WTG-B,-0.588594794,-0.54127574,-0.692356825,-0.648091853,-1.277098656,-1.278702378,1651.288452,-3278.5,1711.260498,4863968,61.33293152,-3.700000048,11.72111988,OnLine,14.0726366,13.88725185,42.32518768,80.48435974,9.862447739,35.50160217,350,7.912030697,5
27794,WTG-B,-0.548447251,-0.541712701,-0.654115677,-0.648528814,-1.277090669,-1.27913928,1038.913696,-3278.5,1022.412109,4884171,61.86035156,-3.700000048,9.902628899,OnLine,13.49999905,13.73420238,33.09962082,66.25082397,9.868040085,32.61411667,146,6.705548763,2.755998135
27938,WTG-B,-0.557923019,0.034785543,-0.665957987,-0.072030567,-1.287423849,-0.702641129,625.6143188,-3278.5,959.8181152,4929011,60.82520294,-3.700000048,9.702444077,OnLine,18.89999962,19.17071533,44.2422905,64.85335541,11.40091324,44.9660759,194,5.69792366,5
28082,WTG-B,-0.583560109,-1.456011057,-0.685763061,0.493184954,-1.29668045,-1.513642907,498.492157,-3278.5,649.3939819,4942047,59.28623581,-3.700000048,8.691734314,OnLine,22.89586639,20.77509499,40.90000153,55.41602325,10.98585892,148.8066864,118,5.310268402,1
28226,WTG-B,1.728714108,1.718276501,1.613373518,1.611312628,0.975992978,0.980529487,2369.110352,-3278.5,2457.34375,4994304,66.80000305,-3.700000048,13.41797066,OnLine,31.42942238,24.74374199,48.88305664,89.22125244,9.395786285,140.3955231,24,9.467986107,3
28370,WTG-B,1.957211733,2.106221437,1.851594329,2.036273479,1.225322485,1.623322964,81.3077774,-3278.5,41.6097641,5027080,55.59999847,-3.700000048,7.45975256,OnLine,26.00569534,19.7536869,39.5,50.60711288,14.81690216,20.89410019,97,3.348416805,10
28514,WTG-B,17.99873734,17.96617317,17.9485836,17.83110046,17.27210999,17.23999596,2232.572021,-3278.5,2433.858154,5064710,66.59999847,-3.700000048,13.40537453,OnLine,29.62079811,21.87372017,46.56067657,89.06854248,4.034994125,201.4494476,41,22.18192673,9
28658,WTG-B,1.752762556,1.772172928,1.642677784,1.665356874,1.012281895,1.034746408,2252.32959,-3278.5,2469.128418,5121971,64.98416901,-3.700000048,13.43365955,OnLine,25.27806473,18.74971962,45.67956161,88.1244278,9.815850258,149.4733124,351,9.111018181,3.450763226
28802,WTG-B,-0.573864341,-0.252572358,-0.666530728,-0.359388471,-1.305861115,-0.989998996,1592.233643,-3278.5,1275.114136,5181259,58.03930664,-3.700000048,10.70808697,OnLine,16.71980095,17.92682266,44.65374756,69.61199951,9.108185768,33.33602905,19,7.801289558,1.632214069
28946,WTG-B,1.97809422,5.053031921,1.915327907,4.958988667,1.243118167,4.318655014,71.69082642,-3278.5,-19.47348785,5235535,54.66697693,-3.700000048,7.194792271,RunUp,29.06251717,18.37841225,39.79202652,46.76558685,14.77602196,15.65124416,30,3.263789177,11
29090,WTG-B,65.01703644,65.08283234,64.91382599,64.97601318,64.28178406,64.34540558,2819.239502,-3278.5,-16.66086578,5273994,55.59319687,-3.700000048,2.260001659,RunUp,38.92137146,27.05587769,42.8058548,15.85343075,1.026648164,65.70037079,177,14.44008923,4
29234,WTG-B,0.054980226,0.035437118,-0.04744114,-0.071378984,-0.684624314,-0.701989472,1740.034424,-3278.5,2046.152588,5288186,63.70182037,-3.700000048,12.68660545,OnLine,28.6693058,24.88315201,44.89286041,85.110672,10.34202385,129.6431122,55,8.168625832,2
29378,WTG-B,85.0279007,83.73345184,85.00535583,83.73345184,85.0141983,83.73345184,2762.787598,-3278.5,-11.98375225,5324313,53.99213791,-3.700000048,0.523248971,External Curtailment,33.68828583,21.65531731,41.95430374,3.1001091,0.324665934,19.4686203,118,11.33494377,0.471318424
29522,WTG-B,9.429616928,9.723816872,9.344943047,9.61700058,8.697412491,8.986390114,2818.452148,-3278.5,2878.784912,5374947,67.72915649,-3.700000048,13.55209351,OnLine,38.87910843,29.79366493,51.01239014,89.43573761,6.837421894,198.9591827,188,13.1494236,1
29666,WTG-B,-0.580654323,-0.274864674,-0.493062019,-0.381680787,-1.304193616,-1.012291312,688.5946045,-3278.5,737.7949829,5425177,62.24375916,-3.700000048,9.024078369,OnLine,17.00253677,15.10591125,39.54200363,62.01893616,10.22212887,23.51283073,73,5.864358425,5.24622345
29810,WTG-B,9.109060287,9.203165054,12.06462669,11.50125217,11.20073318,11.69647121,2819.552246,-3278.5,2797.361816,5451275,66.83391571,-3.700000048,13.57838154,OnLine,29.94472694,21.84864807,45.36923599,90.04896545,7.214724541,189.1471558,162,12.50807858,0.251007766
29954,WTG-B,12.00512791,11.88461494,11.91064453,11.80466652,11.23226643,11.13910103,2820,-3278.5,2072.383789,5502510,66.56475067,-3.700000048,13.39252377,OnLine,28.28699303,22.91918564,48.47069931,89.51628876,6.322713852,212.0538635,48,14.23176193,6
30098,WTG-B,-0.548840284,-0.44444412,-0.640991569,-0.551260233,-1.278274417,-1.181870818,909.3026123,-3278.5,1013.811707,5554726,63.42472076,-3.700000048,9.806786537,OnLine,16.3734436,15.73578167,40.88933945,67.67778778,10.30258846,101.0899734,82,6.335700989,4
30242,WTG-B,0.222579971,0.207106084,0.111036815,0.100289986,-0.51478374,-0.530320585,2029.410767,-3278.5,2082.521973,5573139,64.49181366,-3.700000048,12.59006023,OnLine,23.62383842,15.45823765,42.78488922,83.81179047,9.69388485,55.83618546,84,8.642269135,2.593476534
30386,WTG-B,-0.541633248,-0.572260976,-0.643165767,-0.679077089,-1.270984769,-1.309687614,1516.522461,-3278.5,1398.725342,5596209,63.07777786,-3.700000048,11.13959408,OnLine,17.65045166,16.74855232,40.72655487,73.11766815,9.643068314,60.73141098,90,7.658234596,1.796916842
30530,WTG-B,14.22080612,14.44628906,12.27241039,12.57645702,12.49334335,12.16954899,2819.866455,-3278.5,2928.54248,5646438,66.90000153,-3.700000048,13.47434044,OnLine,33.3433075,21.11530685,45.79553604,89.58128357,5.240948677,255.7859955,177,16.92290497,11
30674,WTG-B,8.427689552,8.331075668,8.310120583,8.224259377,7.685000896,7.593649387,2818.749268,-3278.5,2768.79248,5703715,67.70212555,-3.700000048,13.46871853,OnLine,41.6512413,29.61350822,51.73564911,89.58583832,6.291385174,148.5560913,36,14.23490906,2.226741791
30818,WTG-B,11.15362358,11.38401699,11.06182575,11.03010273,11.22380733,11.2797823,2820,-3278.5,2935.306885,5755942,67.83542633,-3.700000048,13.36761189,OnLine,43.75417328,29.96344376,52.25590515,88.10744476,5.69026947,250.1120758,172,15.66137886,4
30962,WTG-B,18.06026268,19.25672722,14.87420177,15.5025034,15.91299725,15.24088764,2820,-3278.5,2745.376465,5821275,72.58973694,-3.700000048,13.35687542,OnLine,61.13028336,29.84776878,55.88486862,90.26332855,5.277467728,183.7779999,158,17.07262993,12
31106,WTG-B,91.99998474,85.84976959,73.39631653,85.84951782,91.99998474,85.85161591,2005.576904,-3278.5,-8.410509109,5885603,59.62456512,-3.700000048,0.06123111,Fault 1340,60.14749527,28.94153023,54.66578293,0,0,23.05189133,187,8.791139603,5.716749668
31250,WTG-B,91.99998474,85,91.99998474,85,92,85,656.3765869,-3278.5,-2.767946959,5899320,41.31593704,-3.700000048,0,Fault 4532,39.00226212,22.05778885,31.98625755,1.284187198,0,33.31275558,37,5.818514824,0
31394,WTG-B,-0.705837965,-0.363338768,-0.605254531,-0.268619418,-1.17413342,-0.822896659,349.3562317,-3278.5,379.3577271,5916389,61.39074326,-3.700000048,7.511334419,OnLine,39.63683701,18.85389709,40.79999924,51.66193008,10.62920189,107.4890137,63,4.724036217,2
31538,WTG-B,90.18460846,87.36158752,90.25003815,87.24806213,90.43999481,87.40034485,2748.977539,-3278.5,-2.017970324,5921431,42.7482605,-3.700000048,0.291535795,Fault 3996,38.72322845,21.48088455,29.96762657,0.708027005,0,15.65124416,173,10.94729042,3
31682,WTG-B,92.00000763,89.09720612,91.99998474,89.10590363,91.99998474,89.08837891,2284.874268,-3278.5,-7.701181889,5935129,49.53011322,-3.700000048,0.149049327,Fault 1144,54.79310608,22.1546917,31.1924324,0.989926219,0,75.63879395,180,9.305438995,3
31826,WTG-B,91.99998474,87.69641113,91.99998474,87.70931244,91.99998474,87.70931244,2432.598877,-3278.5,-7.691038132,5947230,54.63113785,-3.700000048,0.147752494,Fault 1341,52.41517258,25.70911407,34.17929077,0,0,74.29347229,133,9.679798126,11
31970,WTG-B,85.01593018,86.78869629,85.01783752,86.77800751,85.01522064,86.77658844,2819.176758,-3278.5,-6.828925133,5956740,42.43090439,-3.700000048,0,Fault 2603,49.53231049,25.95868683,32.28238297,0.611262798,0,95.16547394,335,12.87975216,5.940902233
