,turbine,date & time,op time,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,down time,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
3458,WTG-E,14-Oct-21 00:10:00,4454489,0.734994948,1.138055444,0.759657502,1.138412237,0.459793061,0.834715784,1577165,173.192688,-3278.5,193.2731934,1500830,62.19699478,-3.700000048,7.488485813,OnLine,32.22251511,25.89176559,40.59775162,49.69794083,12.64015579,99.61019897,123,3.925578117,0
3602,WTG-E,15-Oct-21 00:10:00,4515925,-0.729529023,-0.259302884,-0.779322803,-0.258946091,-1.050588489,-0.562642634,1577165,569.6586304,-3278.5,466.7388,1503700,62.99777222,-3.700000048,7.843036175,OnLine,30.43369675,21.89801788,38.90872192,51.58253098,9.412205696,36.26507568,24,5.540572643,1
3746,WTG-E,16-Oct-21 00:10:00,4602542,-0.774356306,-0.292215198,-0.734504342,-0.291858405,-1.073735595,-0.595555007,1577165,415.6737366,-3278.5,483.3100891,1550901,60.96897888,-3.700000048,7.929692268,OnLine,28.95713806,18.99562645,43.15938187,53.00650787,10.62512398,28.24858475,351,4.976023197,8
3890,WTG-E,17-Oct-21 00:10:00,4679074,-0.759037614,-0.755414546,-0.777907789,-0.75292927,-1.062372684,-1.055961967,1577165,551.1124268,-3278.5,831.9877319,1560815,58.62610626,-3.700000048,9.392487526,OnLine,30.71216393,22.11563301,40.9300499,63.1197052,11.44069099,103.8001404,200,5.481129646,12
4034,WTG-E,18-Oct-21 00:10:00,4763652,7.599565506,7.613704681,7.601396561,7.614061356,7.296032429,7.3103652,1577165,2778.734131,-3278.5,2454.361572,1585895,66.25028229,-3.700000048,13.49844933,OnLine,32.88193512,23.85004997,47.68157196,88.63182831,7.505867004,61.93598938,185,11.96121883,0
4178,WTG-E,19-Oct-21 00:10:00,4834154,5.483435154,5.184794903,7.871251583,7.563748837,6.015110016,6.429388046,1577165,2813.697021,-3278.5,2710.790527,1625463,67.1236496,-3.700000048,13.37992477,OnLine,33.18186188,22.98539162,48.37721252,90.52347565,6.909108162,174.8687134,171,12.88832188,0
4322,WTG-E,20-Oct-21 00:10:00,4914742,6.904360294,6.931354523,6.901226044,6.931711674,6.600284576,6.628015041,1577165,2718.383057,-3278.5,2529.426758,1672665,67.43321228,-3.700000048,13.32607937,OnLine,35.58515167,25.87527084,50.09999847,90.19367981,8.051732063,96.14584351,169,11.11628532,5
4466,WTG-E,21-Oct-21 00:10:00,5001371,-0.691309869,-0.284695715,-0.739342988,-0.284338921,-1.018588305,-0.588035464,1577165,599.9596558,-3278.5,574.3518677,1704780,58.02978134,-3.700000048,8.365011215,OnLine,31.43657494,22.23707962,42.88292313,56.22003555,9.949542046,11.83386612,351,5.612738132,6
4610,WTG-E,22-Oct-21 00:10:00,5057878,-0.722558498,-0.541608572,-0.733885407,-0.541251779,-0.850796819,-0.844948292,1577235,983.7573853,-3278.5,645.0361938,1709123,62.95055771,-3.700000048,8.694937706,OnLine,31.19177818,22.81058311,38.37773132,55.77334595,8.71587944,13.26781082,144,6.637457848,0
4754,WTG-E,23-Oct-21 00:10:00,5144502,-0.687175572,-0.716601431,-0.669496357,-0.716244638,-0.977740049,-1.019941092,1577235,1245.007813,-3278.5,1359.949951,1730196,60.2861824,-3.700000048,11.03034306,OnLine,33.85232925,22.03545952,46.04413605,75.36561584,10.18027878,16.94748688,148,7.203824043,6
10226,WTG-E,29-Nov-21 23:10:00,5163152,1.879454851,1.870311737,1.879295945,1.87066853,1.577019811,1.566971898,1580256,2189.10376,-3278.5,2434.20874,1736824,64.04762268,-3.700000048,13.46884632,OnLine,31.73007774,21.88331032,31.00601959,88.91652679,9.911738396,81.0229187,228,9.040947914,3.395364761
10370,WTG-E,30-Nov-21 23:10:00,5240711,1.764534831,1.344281435,1.739127636,1.344638228,1.441270351,1.040941715,1580926,22.29221153,-3278.5,14.84644508,1748149,57.63545227,-3.700000048,7.508048058,OnLine,27.95083618,19.9830761,37.29999924,51.6791687,20.11061859,43.73015976,28,2.490140915,32
10514,WTG-E,01-Dec-21 23:10:00,5308175,-0.741052508,-0.741826832,-0.73235786,-0.741470039,-1.049780607,-1.045166492,1581005,889.0811157,-3278.5,1132.473877,1756037,62.40617752,-3.700000048,10.40396214,OnLine,29.88562202,21.74267006,36.62395859,67.70256805,10.94335938,70.36290741,226,6.406046391,0.664646864
10658,WTG-E,02-Dec-21 23:10:00,5384715,2.928126097,2.849151373,2.912673235,2.84939909,2.62309289,2.545646667,1581005,2764.918945,-3278.5,2703.365723,1773485,67.27243042,-3.700000048,13.53032589,OnLine,34.37475204,24.88459396,46.97354507,89.7569046,7.715019226,115.7938309,201,11.57658577,2.399208546
10802,WTG-E,03-Dec-21 23:10:00,5469317,12.48436832,12.49680614,12.47906494,12.49716282,12.1829958,12.19346619,1581005,2451.058105,-3278.5,817.0029907,1794044,57.67931747,-3.700000048,11.27887917,OnLine,27.79496574,18.78291893,42.3509903,72.1925354,7.215024471,97.20565796,21,9.719427109,1
10946,WTG-E,04-Dec-21 23:10:00,5539809,1.673130512,0.014646981,1.703820229,0.015003774,1.347276688,-0.288692802,1581005,20.07972336,-3278.5,-9.857344627,1816091,52.28224945,-3.700000048,7.269014835,OnLine,22.40208817,17.76964188,32.90000153,50.86027145,21.28767967,72.53015137,178,2.279448986,7.253461361
11090,WTG-E,05-Dec-21 23:10:00,5611331,13.96956825,14.206213,14.60419178,14.47139072,15.08227062,15.14789963,1581005,2807.185303,-3278.5,1633.956177,1842198,59.13005829,-3.700000048,13.4277916,OnLine,28.09427643,16.80802345,39.41317749,87.86203766,5.540028572,164.0496216,4,16.42722893,4.313111305
11234,WTG-E,06-Dec-21 23:10:00,5686863,-0.712722063,-0.712344706,-0.739469409,-0.711987913,-1.043687463,-1.015684485,1581005,472.5886536,-3278.5,474.8091431,1867298,55.74863434,-3.700000048,7.731919289,OnLine,17.14127731,7.252869129,31.05308342,52.03190994,9.836760521,11.43237877,126,5.249237061,4
11378,WTG-E,07-Dec-21 23:10:00,5761391,-0.717844129,-0.684449852,-0.701214433,-0.684093058,-1.006392002,-0.987789512,1581005,791.437439,-3278.5,650.1048584,1882580,57.46438599,-3.700000048,8.502202034,OnLine,20.39999962,10.74040222,30.57481766,57.70372772,9.13802433,71.69695282,161,6.174824238,3.056241035
11522,WTG-E,08-Dec-21 23:10:00,5827840,85.00345612,85,84.99829865,85,84.99064636,85,1581005,1319.587402,-3278.5,-13.21139526,1890947,40.66275787,-3.700000048,0,External Curtailment,22.70806122,14.0906477,27.20225716,1.294835925,0,12.85220051,171,7.347872257,14
11666,WTG-E,09-Dec-21 23:10:00,5870067,11.52161503,11.57460403,11.52518559,11.57496071,11.21554947,11.27126408,1581005,2170.400635,-3278.5,610.3969727,1898966,62.31602097,-3.700000048,10.62721348,OnLine,30.64248276,21.01926041,37.7661171,68.22033691,7.816229343,95.52752686,149,8.984086037,6.617044926
11810,WTG-E,10-Dec-21 23:10:00,5943592,22.96699715,23.10031509,22.96043777,23.10067177,22.64656067,22.79697609,1581005,2819.948975,-3278.5,375.2826538,1913997,54.30096436,-3.700000048,8.919906616,OnLine,23.45151329,12.03995991,39.78945541,60.58523178,4.411775589,191.7701111,322,13.45550823,0
11954,WTG-E,11-Dec-21 23:10:00,6001004,13.70004654,13.70383263,13.69957733,13.7041893,13.3937149,13.40049267,1581005,2556.189941,-3278.5,760.4362793,1921704,56.78388214,-3.700000048,11.03233719,OnLine,22.39999962,11.70680809,32.50060272,72.87471771,7.319409847,76.87663269,183,10.07225418,7.826158047
12098,WTG-E,12-Dec-21 23:10:00,6081575,24.28090477,23.99581909,24.01494598,23.85599327,23.47382164,23.36506653,1581005,2722.300781,-3278.5,-5.394030571,1937737,52.87829208,-3.700000048,8.004803658,RunUp,24.76582527,14.73460865,35.9036026,53.22957993,4.768404007,108.5464935,175,11.22224426,1
12242,WTG-E,13-Dec-21 23:10:00,6158143,13.78517532,13.74055481,13.79006481,13.74091148,13.47942066,13.43721485,1581167,2718.165283,-3278.5,711.2628784,1952773,61.23125458,-3.700000048,10.86978531,OnLine,28.67334747,18.2677803,40.29999924,72.10807037,6.712739468,146.5709686,169,10.92261505,6
12386,WTG-E,14-Dec-21 23:10:00,6242759,20.16544533,20.17951584,20.16218185,20.17987251,19.84983253,19.87617683,1581167,2713.687012,-3278.5,399.6733704,1969812,62.54645157,-3.700000048,8.867196083,OnLine,32.20000076,23.88183022,43.33309174,61.2733345,4.883459568,121.5910416,194,12.11209106,3.836807251
12530,WTG-E,15-Dec-21 23:10:00,6305578,-0.247398272,-0.177246466,-0.24835436,-0.176889673,-0.606861651,-0.480586201,1581167,377.4729004,-3278.5,362.4993286,1982777,60.68603134,-3.700000048,7.499391079,OnLine,32.00229263,27.78689766,44.5,51.6315155,10.30403423,71.2872467,254,4.830627918,14
12674,WTG-E,16-Dec-21 23:10:00,6376075,11.59748268,11.61827374,11.59412384,11.61863041,11.29915905,11.31493378,1581167,2245.643311,-3278.5,793.0822754,1993804,59.46896744,-3.700000048,11.17091179,OnLine,24.69018173,13.25507259,36.34966278,73.0644989,8.122764587,90.78261566,122,9.179390907,1
12818,WTG-E,17-Dec-21 23:10:00,6430453,11.3586359,11.34738731,11.35501671,11.34774399,11.05706692,11.04404736,1581167,2471.803955,-3278.5,666.6963501,2000834,58.42830658,-3.700000048,10.64976501,OnLine,23.79676628,12.24793243,34.08864594,73.52386475,7.371017456,88.83104706,345,9.733343124,0.516554594
12962,WTG-E,18-Dec-21 23:10:00,6498951,-0.761531591,-0.746295393,-0.371185631,-0.745938599,-0.676020443,-1.049635172,1581167,802.1485596,-3278.5,655.2702637,2014239,57.01511765,-3.700000048,8.525815964,OnLine,17.16113472,5.165626049,32.84442902,56.41297531,9.086335182,32.96901703,13,6.248710632,1.537324071
13106,WTG-E,19-Dec-21 23:10:00,6577502,28.18506241,28.00306511,28.16783905,28.00342178,27.87023735,27.6997261,1581167,1475.394043,-3278.5,-23.26972008,2024066,51.32222366,-3.700000048,3.244986534,RunUp,19.87441635,9.362076759,30.99040794,23.28673363,2.191791773,30.81812286,182,7.739889145,4.586641788
13250,WTG-E,20-Dec-21 23:10:00,6648003,-0.779499054,-0.710471869,-0.788394451,-0.710115075,-1.090358496,-1.013811469,1581167,352.7946167,-3278.5,399.6300964,2033512,56.41048431,-3.700000048,7.483560085,OnLine,22.73227692,13.99448967,32.00246811,51.66422272,10.42129326,55.38138962,42,4.78004837,3
13394,WTG-E,21-Dec-21 23:10:00,6707425,6.43558979,6.413423538,6.429687023,6.413780212,6.125496387,6.11008358,1581776,920.2693481,-3278.5,500.9437561,2038708,57.71656418,-3.700000048,10.03904343,OnLine,24.40817833,14.79225636,33.86217117,65.43305969,10.39710522,64.32042694,76,6.412450314,4
13538,WTG-E,22-Dec-21 23:10:00,6778947,16.90299797,16.92003822,16.9054451,16.9203949,16.59310722,16.61669922,1581776,2819.934326,-3278.5,785.7086792,2047602,59.18003082,-3.700000048,11.05791569,OnLine,28.05435944,17.71028519,35.87691498,72.78082275,5.129711628,82.86109161,186,14.35972118,8.825750351
13682,WTG-E,23-Dec-21 23:10:00,6854502,85.00067139,85,84.99917603,85,84.99978638,85,1581776,1116.189453,-3278.5,-13.29997444,2059627,56.8083725,-3.700000048,0.738356471,External Curtailment,27.86075783,18.98417473,37.86697769,4.496356964,0.492763698,14.78916359,180,7.261737347,0
13826,WTG-E,24-Dec-21 23:10:00,6880512,19.64641571,19.76389313,19.6458149,19.7642498,19.34634781,19.46055412,1581776,2819.472656,-3278.5,610.8966064,2065216,55.80274582,-3.700000048,10.14195538,OnLine,32.74633408,26.37865448,34.66239929,65.59196472,4.915977955,278.62677,221,13.42949867,22
13970,WTG-E,25-Dec-21 23:10:00,6936362,3.947682619,3.933832407,3.947149992,3.934189081,3.646451712,3.630492687,1581776,1240.037231,-3278.5,1013.721924,2075058,61.64524841,-3.700000048,11.29636478,OnLine,29.18486977,19.83090591,38.0799675,75.18063354,9.720321655,58.14844131,54,7.486377716,2.450870752
14114,WTG-E,26-Dec-21 23:10:00,6980678,85.00250244,85,84.99726105,85,85.00294495,85,1581776,1781.644775,-3278.5,-13.05054665,2083082,47.13102722,-3.700000048,0.125252664,External Curtailment,31.14766502,25.83796692,31.8769207,0,0,24.47201157,252,8.481721878,4
14258,WTG-E,27-Dec-21 23:10:00,7033511,5.639536858,5.668727875,5.635910034,5.669084549,5.335793972,5.365387917,1581776,1398.323608,-3278.5,1110.638916,2091940,61.95994186,-3.700000048,12.64266205,OnLine,26.86126709,14.96169853,37.81539917,82.74938202,11.36275673,67.10842896,128,7.441328049,2.237713814
14402,WTG-E,28-Dec-21 23:10:00,7109059,9.398256302,9.385489464,9.398552895,9.385846138,9.096634865,9.082149506,1581776,1193.59314,-3278.5,478.7852783,2107975,58.35265732,-3.700000048,9.966875076,OnLine,23.75750542,13.88573837,39.57851791,68.31982422,9.532730103,38.41928482,36,7.057751656,4
14546,WTG-E,29-Dec-21 23:10:00,7157202,-0.769851863,-0.428680629,-0.748033941,-0.428323835,-1.063257575,-0.732020378,1582298,696.3816528,-3278.5,423.210083,2116584,53.29585266,-3.700000048,7.515490055,OnLine,17.29635429,8.852286339,26.64631844,51.23161697,8.401065826,22.36617088,47,5.94739151,3
14690,WTG-E,30-Dec-21 23:10:00,7217809,14.85948467,14.77760315,14.85365868,14.77795982,14.54715538,14.47426319,1582298,2642.489014,-3278.5,833.6884766,2123446,60.96152878,-3.700000048,11.18496704,OnLine,29.49914742,18.79278946,34.65283585,72.60651398,7.015411854,84.14886475,207,10.72062969,0
14834,WTG-E,31-Dec-21 23:10:00,7276037,1.258883595,1.367016435,1.246117234,1.367373228,0.947013974,1.063676715,1582298,323.0088806,-3278.5,104.1021423,2137911,57.78652954,-3.700000048,7.510313034,OnLine,27.63536453,21.26941299,42.21302032,49.19301987,10.72877598,28.32056236,198,4.647459984,0
14978,WTG-E,01-Jan-22 23:10:00,7327443,12.87963772,12.73972702,12.86100197,12.74008369,12.57968807,12.43638706,1582377,2083.758545,-3278.5,958.1522217,2149656,59.99111938,-3.700000048,11.78665257,OnLine,19.08687019,0.883144617,30.83875275,78.43000031,8.723592758,159.6067657,346,8.922277451,3.271694183
15122,WTG-E,02-Jan-22 23:10:00,7397160,8.149281502,8.089025497,8.141300201,8.089382172,7.836064339,7.785685539,1582377,2053.932373,-3278.5,983.729248,2164418,59.79044342,-3.700000048,12.16189098,OnLine,26.45434952,5.015395641,28.98412323,81.08821106,9.221902847,80.54664612,223,8.744633675,3
15266,WTG-E,03-Jan-22 23:10:00,7477164,14.99275303,14.98442078,14.97507,14.98477745,14.66623592,14.68108082,1582377,2819.918457,-3278.5,798.1898193,2176647,63.02628326,-3.700000048,11.18984127,OnLine,29.68925095,11.76118374,37,74.08152771,5.860573292,91.96432495,163,12.72143745,1.204390883
15410,WTG-E,04-Jan-22 23:10:00,7561776,18.05325317,18.00724411,18.04220009,18.00760078,17.73677826,17.70390511,1582377,2769.599609,-3278.5,619.2938843,2194689,60.53507996,-3.700000048,10.28141785,OnLine,35.57691956,18.9430027,41.70644379,70.21264648,5.706054211,79.41204834,336,12.17657471,9
15554,WTG-E,05-Jan-22 23:10:00,7630252,15.1538372,15.07875252,15.14269352,15.07910919,14.8358717,14.77541256,1582377,2797.684082,-3278.5,513.5727539,2207147,61.77206802,-3.700000048,9.585995674,OnLine,24.8012886,4.942698002,35.99305725,63.12306595,5.392148495,86.31093597,49,11.58204365,1.52317667
15698,WTG-E,06-Jan-22 23:10:00,7687655,1.842612147,1.863172889,1.842281461,1.863529682,1.538750768,1.559833169,1582377,183.312027,-3278.5,200.7824097,2218176,56.8445549,-3.700000048,7.710372925,OnLine,19.89199638,1.935230017,25.60000038,52.62226486,12.76245022,118.9435883,21,4.005448818,6
15842,WTG-E,07-Jan-22 23:10:00,7769224,13.58656597,13.59699821,13.6005106,13.59735489,13.28698635,13.29365826,1582377,2815.891846,-3278.5,807.9935913,2231203,63.2291832,-3.700000048,11.26162052,OnLine,25.26074982,5.338249207,32.57737732,74.77464294,6.107261181,79.42495728,168,12.25333405,2
15986,WTG-E,08-Jan-22 23:10:00,7816884,20.2306366,20.17978287,20.23208427,20.18013954,19.92740631,19.87644386,1582377,2789.492432,-3278.5,375.4046021,2240837,62.04020691,-3.700000048,8.577813148,OnLine,31.95476151,13.85640717,37.66324997,55.59539413,4.964661121,139.1003113,8,11.4875536,3
16130,WTG-E,09-Jan-22 23:10:00,7871623,0.053994574,0.174837694,0.156969637,0.175194487,-0.156588644,-0.128502071,1582377,189.1351471,-3278.5,343.7971191,2251229,62.04795837,-3.700000048,7.484363079,OnLine,27.7217083,7.253334045,35.08035278,50.50150299,12.51516724,12.86408329,8,3.981226206,9
16274,WTG-E,10-Jan-22 23:10:00,7909306,10.33603096,10.36437893,10.34331894,10.3647356,10.03567219,10.06103897,1582377,2811.019775,-3278.5,1237.120361,2254938,63.47954559,-3.700000048,12.84437275,OnLine,33.32581329,14.05214405,34.95734024,84.06951141,7.106402874,107.1392441,214,12.01486301,3
16418,WTG-E,11-Jan-22 23:10:00,7971094,20.75351334,20.74217415,20.74128532,20.74253082,20.45489693,20.43883514,1582377,2750.657227,-3278.5,332.711792,2269314,63.56118011,-3.700000048,8.472978592,OnLine,32.75532913,14.92789841,36.9148941,56.68825912,4.830037594,73.31723785,205,11.79591179,0.781023026
16562,WTG-E,12-Jan-22 23:10:00,8020206,0.750956237,0.860711992,0.751133204,0.861068785,0.447962493,0.557372212,1582967,171.1753387,-3278.5,229.1968079,2280770,60.56744385,-3.700000048,7.492925167,OnLine,35.30428696,18.13840675,35.5,49.95460129,12.4854908,70.33157349,350,3.987489462,2
16706,WTG-E,13-Jan-22 23:10:00,8085279,-0.146294788,0.038279451,-0.142854959,0.038636245,-0.403903097,-0.265060306,1582967,356.6818848,-3278.5,348.6956482,2290301,58.70939255,-3.700000048,7.515591145,OnLine,37.48944855,21.7226963,39.42194748,52.25806427,10.40442562,16.03297997,98,4.800368786,5
16850,WTG-E,14-Jan-22 23:10:00,8149763,85.0015564,84.52355957,85.00093079,84.52355957,85.00899506,84.52355957,1582967,2820,-3278.5,-19.39241219,2301345,55.98933411,-3.700000048,0.319515556,External Curtailment,28.25718689,10.7768898,39.12361145,0.656660676,0.048705027,69.25223541,342,15.45115948,9
16994,WTG-E,15-Jan-22 23:10:00,8228297,7.121240139,7.139756203,7.121387482,7.140112877,6.820512772,6.836416245,1583078,796.376709,-3278.5,745.7633057,2317381,61.43573761,-3.700000048,11.17796135,OnLine,25.23127937,4.745956898,35.62051773,74.27915955,11.98864555,47.35041809,336,6.19618082,7
17138,WTG-E,16-Jan-22 23:10:00,8294780,0.402893871,0.780097961,0.404934466,0.780454755,0.427923411,0.476758182,1583078,399.0847778,-3278.5,272.8002625,2324937,57.99240112,-3.700000048,7.47258091,OnLine,33.49705505,14.80859756,32.793293,51.14206696,9.999108315,31.18429184,91,4.9706707,3.335263252
17282,WTG-E,17-Jan-22 23:10:00,8339406,85.01883698,84.0674057,85.01916504,84.0674057,85.01729584,84.0674057,1583078,2819.530518,-3278.5,-20.68367767,2336339,49.79636765,-3.700000048,0.532883346,External Curtailment,36.7295723,16.88982201,37.38874054,2.002238512,0.206358284,19.07332039,185,15.13928509,3.201277018
17426,WTG-E,18-Jan-22 23:10:00,8396061,0.481908858,0.481286019,0.482199728,0.481642812,0.176457107,0.17794627,1583078,366.5389099,-3278.5,397.7070313,2342537,61.73808289,-3.700000048,7.689600468,OnLine,37.26168442,19.69503021,37.23605728,51.80197906,10.54897213,36.26507568,64,4.844769955,2.858597517
17570,WTG-E,19-Jan-22 23:10:00,8456479,11.26510239,11.28261566,11.2530756,11.27447701,10.9270153,10.94563198,1583078,2579.743896,-3278.5,1743.960693,2363598,61.30924988,-3.700000048,13.49641418,OnLine,25.60409164,3.956453323,34.70000076,87.43118286,8.178365707,130.4165955,11,10.96533775,1
17714,WTG-E,20-Jan-22 23:10:00,8543090,1.104440451,1.136600256,0.764561892,1.128299356,0.431473941,0.799832702,1583078,369.3640747,-3278.5,219.7359924,2388679,59.38212967,-3.700000048,7.505645752,OnLine,21.43698311,1.902575374,27.89999962,50.49565887,10.2827673,61.53827286,82,4.845834255,3
17858,WTG-E,21-Jan-22 23:10:00,8629704,1.283640742,1.685717702,1.27280736,1.677416801,0.944544613,1.348950267,1583078,346.6464844,-3278.5,168.7084503,2405725,60.14477921,-3.700000048,7.491572857,OnLine,29.43053436,6.459646225,31.65407181,51.97821045,10.46379566,24.0494709,195,4.755164623,2.223062515
18002,WTG-E,22-Jan-22 23:10:00,8706237,5.526260853,5.52204895,5.520005703,5.513747692,5.193209171,5.185281277,1583078,2608.376709,-3278.5,2840.710693,2416630,69.5,-3.700000048,13.47029877,OnLine,45.20769501,11.89560318,41.36880112,88.59577942,8.749932289,48.83837128,228,10.25759697,5.563588142
18146,WTG-E,23-Jan-22 23:10:00,8762633,6.477346897,6.44947958,6.473161221,6.441178322,6.143119812,6.112711906,1583078,2110.829834,-3278.5,1542.317749,2441596,62.14014816,-3.700000048,13.55323982,OnLine,38.16307449,17.27510834,40.86620712,88.44860077,10.15302563,38.75594711,192,8.902070999,3
18290,WTG-E,24-Jan-22 23:10:00,8845188,3.964250326,4.010303497,3.951276541,4.002002716,3.626369715,3.673536301,1583078,2730.161865,-3278.5,2843.297852,2477737,69.6902771,-3.700000048,13.43453979,OnLine,48.26033783,13.88926888,49.61422348,88.92288208,8.159470558,80.54051208,53,11.01404858,5
18434,WTG-E,25-Jan-22 23:10:00,8931812,-0.71595633,-0.727437615,-0.723370016,-0.724578321,-1.078727484,-1.009673715,1583078,1278.842651,-3278.5,1760.586182,2520905,59.78508377,-3.700000048,11.80330753,OnLine,30.48642349,2.360831738,39.8591156,79.61509705,10.85515118,66.17869568,45,7.242287636,8
18578,WTG-E,26-Jan-22 23:10:00,8991624,0.309529096,0.3155559,0.306370825,0.307255059,-0.014520302,-0.021211617,1583078,1854.447388,-3278.5,2032.303101,2532125,60.87924576,-3.700000048,12.48227787,OnLine,27.16670227,4.70976305,30.55435371,83.13922119,9.921328545,72.90786743,184,8.364661217,4.235541821
18722,WTG-E,27-Jan-22 23:10:00,9076224,-0.732358158,-0.593319595,-0.7472772,-0.287534297,-1.067174673,-1.637078643,1583078,505.9507751,-3278.5,510.0224304,2553190,58.96539307,-3.700000048,7.969399929,OnLine,37.70391464,8.925174713,38.33827972,54.93187714,9.969171524,69.60782623,327,5.336380959,8
18866,WTG-E,28-Jan-22 23:10:00,9157812,1.641390681,1.697731495,1.63320446,1.689430594,1.301996469,1.360963941,1583078,33.86899567,-3278.5,-18.72725677,2579279,56.31108475,-3.700000048,7.390630722,RunUp,33.03321457,13.07672977,36.72504044,46.57320786,17.31074715,45.4186554,181,2.840149164,3.567829609
19010,WTG-E,29-Jan-22 23:10:00,9243426,-0.241092011,-0.058646485,-0.252288729,-0.066947326,-0.57631892,-0.395414025,1583078,305.3023987,-3278.5,311.2594299,2603799,61.69034958,-3.700000048,7.490761757,OnLine,40.09999847,20.00828743,43.83661652,51.23218536,10.93196392,127.8719177,320,4.568929672,11
19154,WTG-E,30-Jan-22 23:10:00,9323982,-0.744726121,-0.732295394,-0.668873191,-0.796931803,-0.963989079,-1.089241743,1583078,1121.14856,-3278.5,1134.841919,2619547,59.92997742,-3.700000048,10.39560032,OnLine,36.82732391,17.97402954,43.06040573,70.51876068,10.02226257,39.53098297,138,6.928935528,2
19298,WTG-E,31-Jan-22 23:10:00,9391437,64.13012695,64.20590973,64.11814117,64.19760895,63.79187012,63.86914444,1583078,2820,-3278.5,-18.80364799,2638546,55.79999924,-3.700000048,2.438902855,RunUp,48.27088165,19.98831177,43.11397171,16.21798325,1.175427318,274.1983948,169,13.72615433,3.833199024
19442,WTG-E,01-Feb-22 23:10:00,9442787,55.54650879,55.14890671,55.50421143,55.14060593,55.19331741,54.81214142,1583159,2819.931152,-3278.5,-21.27129555,2661343,57.36393356,-3.700000048,2.75587368,RunUp,37.0059166,8.678486824,38.88112259,18.75585747,1.406108379,63.79452133,27,12.88062859,5
19586,WTG-E,02-Feb-22 23:10:00,9525350,8.382027626,8.369792938,8.382665634,8.361491203,8.050127029,8.033024788,1583159,2378.436523,-3278.5,1747.414551,2700504,62.53401184,-3.700000048,13.43976307,OnLine,28.24272919,3.349082708,39.3091774,89.72703552,9.424584389,119.3388748,18,9.492083549,2
19730,WTG-E,03-Feb-22 23:10:00,9598875,2.279925585,2.277327776,2.253775358,2.269026756,1.932736516,1.940560222,1583159,1870.835938,-3278.5,2419.170898,2752743,66.59603882,-3.700000048,13.46760654,OnLine,38.12467194,1.869141579,42.67589188,87.26824951,10.65309715,59.68321228,347,8.370939255,3
19874,WTG-E,04-Feb-22 23:10:00,9685469,-0.711480081,-0.73873657,-0.729534388,-0.747149527,-1.085864305,-1.075355768,1583159,656.1880493,-3278.5,1189.406372,2772800,59.66335297,-3.700000048,10.50395393,OnLine,30.51585579,5.714178085,34.76589584,69.74521637,12.0066328,103.3367081,257,5.799020767,10
20018,WTG-E,05-Feb-22 23:10:00,9772066,8.235487938,8.077620506,5.503310204,5.948514462,5.475446701,4.997278214,1583159,2786.554199,-3278.5,2828.397461,2818005,69.43983459,-3.700000048,13.41872311,OnLine,46.74763107,8.790510178,48.55836487,88.56369781,7.722599983,119.0905075,179,11.55168629,0
20162,WTG-E,06-Feb-22 23:10:00,9857667,5.773416042,5.727267742,5.770823479,5.718966961,5.434135914,5.390500546,1583159,2775.053711,-3278.5,2837.05957,2845103,69.69999695,-3.700000048,13.56633091,OnLine,42.78763199,10.90340805,43.55064011,88.42935181,8.110780716,90.82788849,358,11.13830757,1
20306,WTG-E,07-Feb-22 23:10:00,9944278,-0.03042962,-0.012951494,-0.04853224,-0.021252334,-0.373284012,-0.349719018,1583159,1695.319946,-3278.5,2095.095703,2864162,64.14035797,-3.700000048,12.82947922,OnLine,39.77019882,16.14538574,43.91482162,85.12478638,10.56518459,122.8892365,238,8.061561584,2.226317644
20450,WTG-E,08-Feb-22 23:10:00,10024827,-0.714450061,-0.433531463,-0.727165043,-0.441832304,-1.044154406,-0.770298958,1583159,618.6657104,-3278.5,644.5474854,2896291,59.75720215,-3.700000048,8.717698097,OnLine,40.23920059,18.87901878,47.48182297,57.08455276,10.23209858,53.8191452,344,5.677564621,3.722002029
20594,WTG-E,09-Feb-22 23:10:00,10111668,1.264194727,1.367686152,1.358045101,1.359385252,0.926695466,1.030918717,1583159,182.2909241,-3278.5,165.5402679,2928740,63.24490356,-3.700000048,7.495487213,OnLine,38.27150345,19.33444977,45.69762039,50.99794388,12.47751713,19.85035706,61,3.977591276,1
20738,WTG-E,10-Feb-22 23:10:00,10173096,-0.684941828,-0.738835692,-0.740357578,-0.747136533,-1.013681173,-1.075603247,1583231,1925.75647,-3278.5,1614.852173,2939213,64.25735474,-3.700000048,11.67742538,OnLine,38.52602005,19.03660965,42.48881149,76.80380249,9.16823864,38.20048141,193,8.500488281,3
20882,WTG-E,11-Feb-22 23:10:00,10257698,16.42803764,16.24122429,16.06267738,15.9592495,15.80921459,15.58929348,1583231,2820,-3278.5,2764.444336,2998482,69.69999695,-3.700000048,13.52060699,OnLine,47.60413361,13.96958447,51.30643082,89.0871048,4.673344612,196.6977997,17,19.2648735,5
