,turbine,date & time,op time,blade1actual,blade1set,blade2actual,blade2set,blade3actual,blade3set,down time,expected power,gearbearing int temp,power,production,gearbox bearing temp,rotor bearing 2 temp,rotor speed,state and fault,generating outboard bearing temp,hub temp,shaft bearing temp,tip speed,tip speed ratio,tower accel,wind dir,wind speed,yaw dev
32114,WTG-G,01-May-22 00:10:00,15535972,85.01474762,84.77210999,84.9952774,84.77210999,85.00463104,84.77210999,2076563,6.323334694,59.41823578,-12.43254948,5157301,50.03346634,-3.700000048,0.241337866,Weather Outage,33.45645523,28.71658134,39.12525558,1.604373932,0,35.15749359,76,0.809515417,48.54299927
32258,WTG-G,02-May-22 00:10:00,15615508,-0.855520487,-0.850595474,-0.827062786,-0.850595474,-0.828787684,-0.850595474,2076563,968.0548706,64.91997528,1263.563965,5176844,63.69999695,-3.700000048,10.71543789,OnLine,32.66981506,25.88327408,45.53661346,72.29251862,10.85019112,139.9294891,104,6.620983124,2
32402,WTG-G,03-May-22 00:10:00,15675521,85.024086,85,85.00014496,85,85.01612854,85,2099801,2813.850098,43.65354919,-9.518358231,5207208,20.73607826,-3.700000048,0.642203927,Fault 4533,24.55764389,16.7424984,30.64628029,2.821696758,0.338216484,178.7438049,322,13.42545128,5
32546,WTG-G,04-May-22 00:10:00,15706733,1.138733506,1.003880739,1.141096711,1.003880739,1.133864641,1.003880739,2154861,117.7133102,65.00514984,169.4448853,5210213,60.0165596,-3.700000048,7.419151783,OnLine,26.88292694,17.758358,31.51137924,51.56838226,13.80041409,22.05878258,108,3.586361408,2
32690,WTG-G,05-May-22 00:10:00,15788722,1.179066062,1.073360443,1.157206416,1.073360443,1.167816401,1.073360443,2156232,131.7041626,66.21738434,191.7692108,5225224,60.48678589,-3.700000048,7.420424938,OnLine,27.61882401,17.20176506,37.21073151,47.57925797,13.37650394,50.01851273,24,3.68884325,17.95317078
2,WTG-J,20-Sep-21 00:10:00,1585336,8.552727699,8.443871498,7.591919899,7.841707706,6.595003128,6.431625843,1241280,2334.678955,-3278.5,1936.787476,571775,69.96231079,-3.700000048,13.49878883,OnLine,55.15758514,35.09822845,51.88153839,89.76295471,9.546299934,143.1261597,313.3246765,9.379014969,0.35067749
146,WTG-J,21-Sep-21 00:10:00,1671952,10.1906786,10.05109024,9.326060295,9.818539619,7.632445812,7.666106701,1241280,1738.687012,-3278.5,1289.851318,607911,67.1322937,-3.700000048,13.67119694,OnLine,52.21696854,32.82483292,51.0709343,90.9094162,11.16087437,233.9385223,168.9255524,8.144165993,3.071914673
290,WTG-J,22-Sep-21 00:10:00,1758575,0.339794368,0.368509412,0.489113867,0.513520479,0.002061493,0.026871884,1241280,314.8179321,-3278.5,309.2362366,633998,63.45641327,-3.700000048,7.978415966,OnLine,44.82255936,26.97611809,44.59237671,53.05410767,10.98740387,209.3017731,177,4.611792564,1.691207886
434,WTG-J,23-Sep-21 00:10:00,1804697,5.799572468,5.767075539,5.937038898,5.912086487,5.453767776,5.425437927,1241280,694.8370972,-3278.5,599.3881226,637125,58.79325104,-3.700000048,10.19969463,OnLine,44.32370377,28.89803123,39.04560089,67.82495117,11.50625229,21.57265663,298,5.884134769,1.911529541
578,WTG-J,24-Sep-21 00:10:00,1891294,10.6063776,10.53569031,7.706696033,8.342412949,7.249510288,6.790081024,1241280,2496.404541,-3278.5,1939.375122,667214,69.51891327,-3.700000048,13.5120554,OnLine,55.67525864,30.81633186,49.11607361,89.8511734,9.05635643,83.71228027,323.6607056,9.950777054,1.369647384
722,WTG-J,25-Sep-21 00:10:00,1976913,7.790432453,7.766826153,7.927460194,7.911837101,7.448413372,7.425188541,1241280,2813.408203,-3278.5,2341.153564,698311,69.59999847,-3.700000048,13.53783512,OnLine,52.42287827,29.77492523,49.37372971,90.0226059,6.735011101,89.63812256,198.2330322,13.35758686,0.824234009
866,WTG-J,26-Sep-21 00:10:00,2062546,11.618083,10.41135979,9.373495102,9.124241829,10.57183075,11.15345001,1241280,2686.026123,-3278.5,1349.950317,722388,69.25150299,-3.700000048,13.37018776,OnLine,54.46042633,32.74323273,48.69712067,88.90779877,8.416563034,64.13191986,332,10.57526398,1.515228271
1010,WTG-J,27-Sep-21 00:10:00,2149159,11.13383102,11.03490925,11.27653503,11.1799202,10.79389381,10.69327164,1241280,2809.330322,-3278.5,1196.380005,759504,69.08559418,-3.700000048,12.89496803,OnLine,54.05144501,33.04111481,52.31096268,85.74772644,7.239448071,133.6591339,337.2540283,11.81039524,4.374511719
1154,WTG-J,28-Sep-21 00:10:00,2235773,6.149093628,6.170991898,6.295654774,6.316002846,5.800678253,5.829354286,1241280,2418.199463,-3278.5,1933.92749,800655,70.06195068,-3.700000048,13.57260036,OnLine,56.57417679,33.78808212,53.48377991,90.25378418,9.344771385,56.11543655,335.0601196,9.616322517,6.247741699
1298,WTG-J,29-Sep-21 00:10:00,2320011,-0.776682436,-0.437743783,-0.621174276,-0.292732686,-1.145305276,-0.779381275,1241426,306.5805969,-3278.5,355.6606445,825142,62.60069656,-3.700000048,7.51458931,OnLine,56.38673019,34.14282608,50.84561157,49.96979904,10.92355633,79.44229889,311.7295837,4.574687481,5.132751465
1442,WTG-J,30-Sep-21 00:10:00,2406624,3.973156691,3.869220018,4.118810177,4.014230728,3.630131245,3.527582407,1241426,2053.894043,-3278.5,1816.028931,860263,69.75436401,-3.700000048,13.4679327,OnLine,53.60490417,31.7470665,52.48869324,89.55776978,10.23949146,110.6704788,288.2815552,8.77236557,0.858642578
1586,WTG-J,01-Oct-21 00:10:00,2480142,1.537566423,1.829256535,1.682379246,1.967585087,1.190525055,1.370819449,1241426,67.27113342,-3278.5,0.603062868,876253,60.79130554,-3.700000048,7.755812645,OnLine,41.9666748,25.11221504,40.58080292,51.57386017,15.94033241,19.85035706,188.153717,3.223948479,5.832885742
1730,WTG-J,02-Oct-21 00:10:00,2522299,83.42871094,83.19690704,83.41601563,83.19690704,83.42281342,83.19690704,1241572,0.629489481,-3278.5,-8.543755531,878217,44.00492096,-3.700000048,0,Weather Outage,33.16332626,27.01181602,32.39409637,0,0,0,270.1557007,0.069943279,92.61569214
1874,WTG-J,03-Oct-21 00:10:00,2571639,64.28488159,63.20801163,64.30831146,63.31990051,64.16860199,62.94440842,1241572,84.30524445,-3278.5,-8.492311478,882440,59.6563797,-3.700000048,0.221313238,OK,42.45787048,25.68963623,39.14054489,1.471667647,0.39375174,43.42250824,205.2787933,3.3770082,21.28422546
2018,WTG-J,04-Oct-21 00:10:00,2632068,84.39117432,85,85.01203156,85,84.99151611,85,1241572,12.79828548,-3278.5,-3.125229597,890596,50.71682358,-3.700000048,0,Weather Outage,41.26942825,28.77004623,37.53467941,0,0,2.21775198,288,1.422031641,65.56564331
2162,WTG-J,05-Oct-21 00:10:00,2671755,0.414857388,0.375864714,0.550205052,0.520875812,0.06257958,0.034227181,1241779,907.1113281,-3278.5,2235.706543,897938,70.08785248,-3.700000048,13.4297142,OnLine,55.10493088,29.74799728,47.63718796,89.30362701,13.83553314,56.33755875,296.4206238,6.45673275,1.902374268
2306,WTG-J,06-Oct-21 00:10:00,2717042,-0.097271375,-0.103985801,0.047523107,0.041025277,-0.438092947,-0.445623338,1241779,395.7530212,-3278.5,2128.2146,903354,68.47484589,-3.700000048,13.09390926,OnLine,46.46854019,29.97990799,44.57689285,87.07062531,17.21847534,92.84632111,254.5767517,4.996460438,2.159973145
2450,WTG-J,07-Oct-21 00:10:00,2761643,0.230387837,0.23033841,0.341312528,0.375349522,-0.11272084,-0.111299105,1244686,2105.875732,-3278.5,2144.692627,916172,68.9378891,-3.700000048,13.11984158,OnLine,49.76369476,27.12719727,44.3817215,88.1951828,9.849549294,127.1946411,294.2247314,8.844133377,1
2594,WTG-J,08-Oct-21 00:10:00,2847120,1.820607066,1.843117714,1.968530774,1.988128781,1.481076717,1.501480103,1244686,2571.297607,-3278.5,2656.891113,950289,70.30000305,-3.700000048,13.50902367,OnLine,54.99608994,31.05218315,51.28517914,87.79006958,8.960739136,75.64426422,303.7819519,10.02929211,2.218048096
2738,WTG-J,09-Oct-21 00:10:00,2933748,6.584679604,6.666752338,6.725198269,6.811763287,6.243747234,6.325114727,1244686,2641.144043,-3278.5,2456.789551,988457,70.40000153,-3.700000048,13.44128036,OnLine,56.40684509,33.8080864,52.08096695,88.87911987,8.092131615,107.6173248,341.3697205,11.08476257,5.058674812
2882,WTG-J,10-Oct-21 00:10:00,3020360,9.638936043,9.665596008,9.783103943,9.810606956,9.295717239,9.323958397,1244686,2803.087158,-3278.5,2396.862549,1044681,70.24391937,-3.700000048,13.5261097,OnLine,55.91756821,33.05099869,52.46197128,89.83176422,6.450100422,110.6213379,336.4753113,13.83629036,0.986523867
3026,WTG-J,11-Oct-21 00:10:00,3105974,18.20626831,17.96846581,18.03384972,18.20981216,16.54231834,16.52029037,1244686,2820,-3278.5,2277.068848,1086852,68.53936768,-3.700000048,13.47383404,OnLine,42.7805481,20.70680237,46.12540054,88.51822662,4.374038696,171.848465,169.8149719,20.54771614,0.482883394
3170,WTG-J,12-Oct-21 00:10:00,3177482,6.316056728,6.328971386,6.460002899,6.473982334,5.975845337,5.987333775,1244686,2819.048096,-3278.5,2839.099854,1117067,68.12520599,-3.700000048,13.48900795,OnLine,34.42486191,25.77913857,43.57249832,89.77500153,7.385426998,111.7037659,303.8861694,12.12529087,0.886169434
3314,WTG-J,13-Oct-21 00:10:00,3264090,12.37426853,11.895298,10.25167465,10.10025883,12.4565239,11.99105167,1244686,2819.969971,-3278.5,2479.907471,1176331,67.70342255,-3.700000048,13.50388432,OnLine,35.24108124,26.34883499,45.46256256,89.27836609,7.07280159,161.6886139,299.9776306,12.54417706,12.02236938
3458,WTG-J,14-Oct-21 00:10:00,3334151,1.203551173,1.471019864,1.363469124,1.616030931,0.855733752,1.129382372,1244686,41.97080231,-3278.5,113.8374786,1194993,60.96793365,-3.700000048,7.498569489,OnLine,32.31351471,24.66633034,38.79669952,50.29753876,16.0581398,37.00750732,320.098938,3.098492146,1.393048286
3602,WTG-J,15-Oct-21 00:10:00,3406521,1.677252889,1.454101682,1.704066753,1.484753489,1.588667512,1.365126729,1245238,57.93395233,-3278.5,25.48177147,1200065,59.40815353,-3.700000048,7.493979931,OnLine,29.76678848,21.72237968,37.5130043,51.68958664,15.90393162,39.01508713,171.349411,3.131114721,6.349411011
3746,WTG-J,16-Oct-21 00:10:00,3492143,0.670254529,0.678397655,0.697251022,0.709049463,0.576155186,0.589422762,1245238,175.7216034,-3278.5,210.5596313,1244240,60.65146637,-3.700000048,7.474123955,OnLine,26.61638641,18.90616035,39.03978729,51.64558792,12.82988453,30.70397949,153.5348816,3.909826517,4.465118408
3890,WTG-J,17-Oct-21 00:10:00,3564648,-0.831751168,-0.834839344,-0.795190632,-0.803928018,-0.937754691,-0.935983181,1245250,1191.494263,-3278.5,1085.037476,1256112,64.43807983,-3.700000048,10.24663925,OnLine,28.72186279,20.94287109,38.68466187,69.04137421,9.601101875,151.8256073,7.719289303,7.101893902,0.763333738
4034,WTG-J,18-Oct-21 00:10:00,3650251,8.014076233,8.558487892,7.427863121,7.196717739,9.865120888,9.690486908,1245250,2771.537109,-3278.5,2481.370605,1285220,63.77535629,-3.700000048,13.44234943,OnLine,30.89009476,24.10603714,43.86040497,87.92372894,7.94962883,110.0449753,340.5479736,11.2722578,0.505498528
4178,WTG-J,19-Oct-21 00:10:00,3720758,5.949232578,6.138711452,6.603634834,6.495610714,7.082801819,7.189106464,1245250,1376.000732,-3278.5,1832.687866,1325399,64.52694702,-3.700000048,13.23063755,OnLine,31.07885742,23.90530777,44.29999924,88.64699554,11.89758778,224.9654541,313.0618591,7.458184719,6.938140869
4322,WTG-J,20-Oct-21 00:10:00,3802348,9.543395042,9.539902687,9.572753906,9.581995964,9.570585251,9.538910866,1245250,2819.741699,-3278.5,2561.615234,1380660,67.5,-3.700000048,13.50133228,OnLine,34.4380455,26.11651421,45.98964691,88.91362,7.102837086,109.6389999,332.2536621,12.62033558,1.253662109
4466,WTG-J,21-Oct-21 00:10:00,3884959,1.681754231,1.36762929,1.696679831,1.398281097,1.563701272,1.278654337,1245250,135.4660797,-3278.5,110.060257,1410768,59.21573639,-3.700000048,7.472350597,OnLine,29.35313606,22.77160263,38.75634003,50.991642,13.57563114,62.69025421,141.8290863,3.658938885,10.1709137
4610,WTG-J,22-Oct-21 00:10:00,3941353,-0.771589518,-0.750902653,-0.747101724,-0.689895153,-0.875057518,-1.122044086,1245250,382.3943787,-3278.5,773.4478149,1412734,61.37432861,-3.700000048,9.191742897,OnLine,30.20135117,22.09339714,36.68748474,62.10527039,12.46737194,14.85060978,302,4.910711765,0
4754,WTG-J,23-Oct-21 00:10:00,4027983,0.620072842,0.659313023,0.655623794,0.689813972,0.546984136,0.57033813,1245250,2009.954102,-3278.5,2190.01416,1437811,65.60379791,-3.700000048,13.14060497,OnLine,33.79999924,25.95480537,44.59563065,86.80570984,10.08104324,252.9546204,309.5562134,8.66086483,8.443786621
4898,WTG-J,24-Oct-21 00:10:00,4112608,11.42241192,11.56817627,11.47568321,11.59980297,11.34563541,11.48147297,1245250,2820,-3278.5,2807.857422,1497115,68.0308609,-3.700000048,13.5621109,OnLine,38.36633301,29.95321465,48.74637604,87.87605286,6.720243931,145.0311584,337.6699829,13.434659,2.66998291
5042,WTG-J,25-Oct-21 00:10:00,4184120,7.370288372,7.417494774,7.406963348,7.44814682,7.283327103,7.328519821,1245250,21.63937759,-3278.5,-11.22896862,1538141,53.81972122,-3.700000048,3.727956057,RunUp,32.51581955,27.69633484,38.53989029,23.5687561,11.05340576,28.99517059,21.49316406,2.233384371,39.50683594
5186,WTG-J,26-Oct-21 00:10:00,4260666,3.81663084,3.773188114,3.844362259,3.803839922,3.724463463,3.684213161,1245250,2410.159424,-3278.5,2839.024902,1558676,65.36335754,-3.700000048,13.50330639,OnLine,28.16232491,18.86327362,41.53546524,89.02876282,9.344083786,84.36401367,257.3141174,9.574055672,3.933673143
5330,WTG-J,27-Oct-21 00:10:00,4347299,6.093951702,5.950005531,6.119418144,5.980657578,6.002907276,5.861031055,1245250,2440.877686,-3278.5,2859.9646,1615948,68,-3.700000048,13.54216385,OnLine,36.71133041,27.82449532,45.55113983,88.77420044,9.284463882,176.0527496,316,9.693047523,3
5474,WTG-J,28-Oct-21 00:10:00,4432940,8.206363678,8.232555389,8.238529205,8.263207436,8.121130943,8.143580437,1245250,2817.79126,-3278.5,2797.986816,1675233,67.09999847,-3.700000048,13.41598034,OnLine,28.09711456,18.82657623,40.53553772,89.97507477,6.784087658,178.6096649,128.4147797,13.19318295,0.298940182
5618,WTG-J,29-Oct-21 00:10:00,4508482,9.589202881,9.595245361,9.61774826,9.62590313,9.49406147,9.506296158,1245250,2815.413086,-3278.5,2839.770996,1732562,69.61186981,-3.700000048,13.56611538,OnLine,46.94530106,19.80412102,44.31230164,89.8846817,7.303333282,137.5914001,114.6016006,12.26201916,2.398399353
5762,WTG-J,30-Oct-21 00:10:00,4592097,1.197845697,0.841218591,1.208619118,0.871870399,1.104451656,0.752243698,1245250,215.9558105,-3278.5,148.6147156,1784835,62.09833527,-3.700000048,7.501804352,OnLine,43.06525803,19.32219315,42.39071655,51.90869141,12.14708042,19.85035706,179.9696045,4.108026028,4.969604492
5906,WTG-J,31-Oct-21 00:10:00,4661601,1.641469002,1.5483042,1.664660692,1.578956008,1.533787012,1.459329247,1245250,125.4295578,-3278.5,87.9511261,1793463,60.56431961,-3.700000048,7.510519028,OnLine,43.13092804,23.85946274,41.10220337,51.97392654,13.69353962,20.29774094,-2.096363544,3.632516146,5.096363544
6050,WTG-J,01-Nov-21 00:10:00,4748219,-0.252548486,-0.208981797,0.048255354,0.050151981,-0.164635226,-0.097020485,1245250,1973.748413,-3278.5,2011.891235,1835625,67.37602997,-3.700000048,12.691535,OnLine,52.25199127,16.83612442,44.03876877,82.03381348,9.699554443,176.943573,216.8724976,8.591901779,2.380460739
9362,WTG-J,23-Nov-21 23:10:00,4805078,27.36220932,27.74365807,27.79821014,27.3548069,27.26239777,27.65468216,3156881,2819.378174,-3278.5,-25.6833725,1864060,57.85347366,-3.700000048,7.876947403,RunUp,51.51995468,20.76543808,33.32118225,53.43065262,4.178850174,119.6850204,338,12.58761883,0.051881477
9506,WTG-J,24-Nov-21 23:10:00,4867721,85.00001526,85,85.00017548,85,85.0003891,85,3156881,2369.648926,-3278.5,-9.38560009,1904310,57.04806519,-3.700000048,0,External Curtailment,42.99367905,17.24429512,41.20941925,2.286761522,0,66.46889496,147.6244202,9.495014191,0.375579834
9650,WTG-J,25-Nov-21 23:10:00,4914166,1.664049029,1.614296317,1.690261483,1.644948125,1.575712085,1.525321364,3156881,49.93389511,-3278.5,-12.07758236,1922138,49.11101913,-3.700000048,7.44192934,OnLine,27.7847023,11.05594635,28.26131821,51.36226273,15.72885513,71.86855316,347.9516602,3.146347761,5.712234497
9794,WTG-J,26-Nov-21 23:10:00,5000784,7.063325882,7.108828545,7.101373196,7.139480114,7.011924744,7.019853592,3156881,2701.593506,-3278.5,2817.141846,1965630,69.34446716,-3.700000048,13.45667648,OnLine,56.01642227,17.81648445,44.20711136,89.07479095,8.189014435,66.41436768,351,11.00980759,0.261629343
9938,WTG-J,27-Nov-21 23:10:00,5086388,5.975761414,5.94401741,5.998456955,5.974670887,5.886379242,5.855041504,3156881,2815.791504,-3278.5,2864.102783,1999773,69.72846222,-3.700000048,13.59785652,OnLine,51.11700821,20.05471992,44.46295547,90.02693176,7.066789627,108.0968704,172.8401489,12.78218555,8.159851074
10082,WTG-J,28-Nov-21 23:10:00,5146267,3.307829142,3.260184765,3.342747211,3.290836573,3.214498758,3.171209812,3156881,2646.072021,-3278.5,2825.974121,2022205,68.14598846,-3.700000048,13.47829628,OnLine,49.711483,16.80319595,38.46138,88.7538681,8.612141609,104.5961151,343.3411255,10.42036533,2.658874512
10226,WTG-J,29-Nov-21 23:10:00,5224842,-0.833063304,-0.821440697,-0.807424545,-0.790788889,-0.922815681,-0.91041559,3156881,510.2180481,-3278.5,538.0735474,2046270,62.22123718,-3.700000048,8.295722008,OnLine,45.22149277,23.83958054,41.54307175,52.64402008,10.21513939,67.40270233,16,5.350057602,0.726234555
10370,WTG-J,30-Nov-21 23:10:00,5299368,1.759976029,-0.455428302,1.795567513,-0.424776495,1.663533211,-0.544403195,3156881,19.90620232,-3278.5,-10.49531364,2054782,60.92670822,-3.700000048,7.278105736,OnLine,40.01079178,20.86903191,40.03590012,46.94350815,21.89569664,130.5772705,232.4769135,2.211800337,4.523086548
10514,WTG-J,01-Dec-21 23:10:00,5361009,-0.80494988,-0.778334737,-0.784262836,-0.747682929,-0.892663419,-0.86730963,3156960,882.6792603,-3278.5,884.1838379,2065322,62.89527512,-3.700000048,9.643259048,OnLine,37.55039597,20.7963047,36.03343964,64.21559906,10.08077145,19.85035706,22.76722336,6.38279295,0.676404774
10658,WTG-J,02-Dec-21 23:10:00,5425845,2.458787918,3.035573959,-0.486224145,-0.424409628,2.757934809,2.133900881,3156960,2109.770752,-3278.5,2593.113037,2082169,69.94734192,-3.700000048,13.48911667,OnLine,60.5,25.81693077,46.55832291,88.86936951,10.12847137,83.32800293,1.312586308,8.850992203,1.202627897
10802,WTG-J,03-Dec-21 23:10:00,5509417,12.86256313,12.88288784,12.89612198,12.91353989,12.78194141,12.79391289,3156960,2656.909668,-3278.5,746.6087646,2100225,60.45397568,-3.700000048,10.98547268,OnLine,38.00395203,19.68119812,40.56822968,71.38162231,6.979168415,67.8894577,177.0643768,10.45164871,7.805603504
10946,WTG-J,04-Dec-21 23:10:00,5577909,52.91056442,52.76916122,52.93233109,52.79981232,52.81675339,52.68018723,3156960,14.5534544,-3278.5,-11.32576084,2126063,49.21626282,-3.700000048,0.341636717,RunUp,27.84693527,16.22692108,30.56347275,2.06463623,0,52.03992844,348.9836121,1.617050409,3.016387939
11090,WTG-J,05-Dec-21 23:10:00,5647622,12.3447876,12.78533363,11.07046413,10.97600842,13.46363163,13.12226677,3156960,2650.699707,-3278.5,1632.429199,2152659,61.97742081,-3.700000048,13.34615993,OnLine,38.63961411,17.92442322,40.41219711,90.63093567,8.492170334,227.7702179,159.8173676,10.47533226,5.402884483
11234,WTG-J,06-Dec-21 23:10:00,5672448,85.0092926,85,85.02310944,85,85.00422668,85,3156960,666.8444824,-3278.5,-2.920451164,2164738,22.18343353,-3.700000048,0,Maintenance,17.34914017,6.78875351,12.83488083,0,0,3.817376614,282.8425293,5.85019207,7.091129303
11378,WTG-J,07-Dec-21 23:10:00,5702661,4.044105053,3.981635571,4.064570904,4.012287617,3.952820063,3.892660856,3158329,351.3183289,-3278.5,372.887085,2169569,58.46950912,-3.700000048,7.742571831,OnLine,29.88018036,10.28241825,25.17177963,51.3259201,10.92050076,59.72186661,323,4.750141621,5
11522,WTG-J,08-Dec-21 23:10:00,5764084,85.00854492,85,85.00894165,85,85.01831818,85,3158485,2488.59375,-3278.5,-2.077623129,2178589,42.88464737,-3.700000048,0.460963458,External Curtailment,26.48698425,13.13761234,25.19259834,3.065270662,0.342984825,43.40776825,333.3435364,9.77672863,1.656463623
11666,WTG-J,09-Dec-21 23:10:00,5774661,84.98434448,85,84.98640442,85,84.97682953,85,3163924,2034.171753,-3278.5,-3.794144154,2179998,35.23235703,-3.700000048,0.510857344,Manual Idle,27.39771652,19.5906601,21.27513313,3.685041666,0.387577236,16.03297997,322.3193054,8.809732437,5.382083893
11810,WTG-J,10-Dec-21 23:10:00,5816959,20.4698658,20.14653397,20.244627,20.73303032,20.37752724,20.05755806,3163924,2783.125732,-3278.5,377.8075562,2188014,61.15458679,-3.700000048,8.843851089,OnLine,27.25899887,13.09507275,36.07686615,60.13586426,5.214198112,242.3441162,124.132637,11.29658127,9.132637024
11954,WTG-J,11-Dec-21 23:10:00,5878431,14.51787758,14.54370117,14.54480553,14.57435322,14.42965126,14.45472622,3163924,2612.986328,-3278.5,776.3313599,2197929,63.22540283,-3.700000048,11.03960133,OnLine,28.94576836,11.90860653,32.93128967,70.92903137,7.103433609,81.09113312,347.9928284,10.40832329,0.783938706
12098,WTG-J,12-Dec-21 23:10:00,5959009,84.99949646,84.90602112,84.9989624,84.90602112,85.00053406,84.90602112,3163924,2786.641602,-3278.5,-9.77579689,2213965,57.47695923,-3.700000048,0.427410185,External Curtailment,28.96704865,15.38505554,34.90888977,2.842151642,0,48.06032562,329.6530762,11.36552143,2.080707073
12242,WTG-J,13-Dec-21 23:10:00,6037558,14.32234097,14.39836693,14.35484219,14.42901897,14.26766872,14.30939198,3163924,2812.223633,-3278.5,774.2438354,2232011,61.88963318,-3.700000048,11.08598232,OnLine,34.52066803,19.02570915,39.83088684,74.10095978,6.223752022,46.54205704,325.5372009,11.86713123,1.615555167
16418,WTG-J,11-Jan-22 23:10:00,7865117,21.54405975,21.57705879,21.57758522,21.60770988,21.45457458,21.48808289,3166566,2787.159912,-3278.5,349.663208,2544514,60.11355972,-3.700000048,8.463493347,OnLine,30.75868225,15.08250523,32.5725174,56.87059784,4.874851227,51.43259811,2.9211936,11.50271893,2.266010046
16562,WTG-J,12-Jan-22 23:10:00,7939650,1.680435419,0.816976011,1.694496512,0.847627819,1.571965218,0.728001058,3166566,93.50991821,-3278.5,42.92811203,2552124,58.87106705,-3.700000048,7.496347904,OnLine,34.83708191,18.06493378,35.63238144,50.78954315,14.57300663,35.12900543,152.7614136,3.437565327,2.497671604
16706,WTG-J,13-Jan-22 23:10:00,8005177,0.184433252,0.222220913,0.203095719,0.252872705,0.087560415,0.133246019,3166566,282.2729187,-3278.5,266.4674988,2560623,62.75353241,-3.700000048,7.490463257,OnLine,37.88986588,21.76838684,37.11101532,50.6504097,11.14995384,15.98958969,262.9822388,4.462341785,4.01776123
16850,WTG-J,14-Jan-22 23:10:00,8078672,24.37744904,24.4958725,24.41488457,24.52652359,24.29561043,24.40689659,3166566,2820,-3278.5,-9.821855545,2573651,53.08490372,-3.700000048,8.033853531,RunUp,24.00901222,10.75314617,33.82357788,53.42275238,4.019848824,211.7675018,150.030838,13.29232216,6.030838013
16994,WTG-J,15-Jan-22 23:10:00,8157232,2.363373756,2.294227839,2.387341976,2.324879646,2.268440008,2.205252886,3166566,594.6500244,-3278.5,482.7650146,2589691,62.39367676,-3.700000048,8.549865723,OnLine,22.69519424,5.044239044,28.61595154,56.77270889,10.02762032,65.61882019,135.6699982,5.610107899,1.330001831
17138,WTG-J,16-Jan-22 23:10:00,8221894,1.661093473,2.42771697,1.684877872,2.455124617,1.572920442,2.338173151,3166566,134.5567474,-3278.5,102.6076736,2596273,59.89999771,-3.700000048,7.445336819,OnLine,34.38401794,15.77010727,30.89160919,51.19199371,13.40571785,48.0989418,248.8740387,3.70761013,7.504082203
17282,WTG-J,17-Jan-22 23:10:00,8229450,84.9977417,85,84.97707367,85,84.98829651,85,3166566,2791.567383,-3278.5,-3.361173391,2596842,29.3865757,-3.700000048,0.40806669,OK,20.20331192,13.91371059,17.7240181,0.778118372,0.206133574,9.446122169,346,11.58662319,1
20594,WTG-J,09-Feb-22 23:10:00,8240813,85.01866913,85,85.02141571,85,85.02495575,85,3192942,314.9598999,-3278.5,-7.623944759,2599648,39.13816833,-3.700000048,0,Fault 2090,34.12132645,17.33816719,19.84336472,0,0,3.817376614,203.300354,4.551155567,10.699646
20738,WTG-J,10-Feb-22 23:10:00,8262954,-0.035212941,-0.026306175,-0.002059989,0.004345621,-0.107424192,-0.115281068,3232281,1913.157715,-3278.5,2151.875244,2602340,63.42207336,-3.700000048,12.98728085,OnLine,38.16794968,17.3561821,32.38500214,86.30358124,10.2250967,33.01631546,351.3556519,8.476490974,2.644348145
20882,WTG-J,11-Feb-22 23:10:00,8348594,13.38948059,13.39488029,13.79519558,13.77130508,13.46156788,13.57847786,3232281,2820,-3278.5,2869.291992,2656588,69.30000305,-3.700000048,13.56462288,OnLine,47.69745255,14.08080959,42.96743774,90.07258606,5.699790478,159.2490692,172.6554565,15.75103569,8.344543457
21026,WTG-J,12-Feb-22 23:10:00,8425145,5.496787071,5.371101856,2.86063695,3.603794575,1.847080231,1.610260487,3232281,2256.590576,-3278.5,2810.287598,2693175,63.02186966,-3.700000048,13.46482944,OnLine,38.92001343,6.485416412,33.44834518,88.21876526,9.740031242,164.7936554,341,9.177236557,1.971670032
21170,WTG-J,13-Feb-22 23:10:00,8502690,9.656217575,9.636222839,9.682601929,9.666874886,9.569931984,9.547247887,3232281,2566.73877,-3278.5,1186.683105,2721695,64.17684174,-3.700000048,13.18498135,OnLine,39.50509644,13.74142647,34.91672134,87.67623138,8.844790459,54.23220825,327.2349243,9.993086815,2.765075684
21314,WTG-J,14-Feb-22 23:10:00,8559086,-0.827903867,-0.834812403,-0.810746253,-0.804160595,-0.914333582,-0.923787296,3232281,1194.99353,-3278.5,1545.810791,2739968,66.70487213,-3.700000048,11.51309776,OnLine,48.38372803,18.76961899,40.10984802,77.48459625,10.78408337,40.08245468,297.6332703,7.097792149,8.633270264
21458,WTG-J,15-Feb-22 23:10:00,8631609,15.31883907,15.43488216,13.95745087,14.2918148,14.16767788,13.82360363,3232281,2820,-3278.5,2771.183105,2784621,68.87664032,-3.700000048,13.44972801,OnLine,51.53095245,21.05191231,42.90000153,89.69634247,5.213356972,267.9055786,343.0013123,17.13463783,6.600524902
21602,WTG-J,16-Feb-22 23:10:00,8717231,9.017692566,9.10312748,9.048704147,9.133779526,8.941422462,9.014152527,3232281,2774.140869,-3278.5,1652.811401,2842914,68.33811188,-3.700000048,12.67127705,OnLine,45.36734772,18.1995945,45.09592056,86.1940155,7.384266376,161.3359985,173,11.328866,2
