,turbine,blade1actual,blade2actual,blade3actual,power,rotor speed,generating outboard bearing temp,hub temp,wind speed
5618,WTG-C,8.15541172,10.39680958,9.168294907,2832.280762,13.54179001,29.72700882,19.00932503,14.33434582
5762,WTG-C,-0.321900427,-0.97177577,-0.843158424,376.2078552,7.470766068,29.25043678,18.33691216,4.753847599
5906,WTG-C,0.274523318,0.025627529,0.221536726,285.5415649,7.477359772,33.68445969,22.81023979,4.917969227
6050,WTG-C,0.63613832,0.397812963,0.53665936,2119.519775,12.96369267,25.47580147,14.99466515,8.237916946
9362,WTG-C,20.07604408,19.81131554,19.77993393,242.0645142,8.009942055,31.91628075,19.78565216,13.83216667
9506,WTG-C,84.99946594,84.99943542,85.02206421,-16.71809769,0.508524895,28.85371208,15.21360588,16.70062447
9650,WTG-C,1.539856791,1.298878551,1.45232892,127.4496765,7.453084469,17.72889137,9.847176552,4.537303925
9794,WTG-C,3.066185474,2.803345442,2.970349789,2824.183838,13.4232378,28.03548813,17.10322762,8.807341576
9938,WTG-C,5.781718254,6.002259731,6.122645378,2813.50293,13.53796291,30.76573181,19.02918816,9.898826599
10082,WTG-C,3.716244221,0.071746923,2.644761562,2816.989014,13.44200611,24.99989891,15.19900703,10.06163406
10226,WTG-C,-0.741199076,-0.988969862,-0.823628843,512.5603027,8.014978409,33.21377182,22.75572586,4.95247364
10370,WTG-C,1.430930018,1.174936175,1.36134696,84.29773712,7.451570034,28.50639343,18.96974373,3.735940933
10514,WTG-C,-0.703542829,-0.960374534,-0.814982712,753.1824341,9.175623894,31.27406311,18.99842834,6.533149242
10658,WTG-C,-0.993393004,1.642063856,-0.886106789,2351.178467,13.44708633,33.33415985,24.45603752,9.607329369
